rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU15,No Club Selection,26840,20,17,2,1,52,2.6,62,19,43
2,Seattle United ECNL GU15,Seattle United,35177,20,12,7,1,37,1.85,40,37,3
3,Eastside FC ECNL GU15,Eastside FC (WA),35153,20,11,5,4,37,1.85,26,19,7
4,FC Portland ECNL GU15,FC Portland Academy,35159,20,10,7,3,33,1.65,45,34,11
5,Washington Premier ECNL GU15,Washington Premier FC,35179,20,6,7,7,25,1.25,35,33,2
6,Boise Thorns FC ECNL GU15,Boise Timbers | Thorns,35152,20,5,11,4,19,0.95,29,45,-16
7,Portland Thorns ECNL GU15,Portland Thorns FC,45860,20,5,11,4,19,0.95,23,44,-21
8,Northwest Elite FC ECNL GU15,Oregon Surf SC,32700,20,3,12,5,14,0.7,26,54,-28
9,PacNW SC ECNL GU15,PacNW,19484,20,1,16,3,6,0.3,14,46,-32
