rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,MVLA ECNL GU18/U19,MVLA,11586,18,16,1,1,49,2.72,68,13,55
2,DeAnza Force ECNL GU18/U19,Force,45845,18,11,4,3,36,2.0,32,17,15
3,San Juan SC ECNL GU18/U19,San Juan Soccer Club,7758,18,8,4,6,30,1.67,32,22,10
4,Mustang SC ECNL GU18/U19,Mustang Soccer,11585,18,6,10,2,20,1.11,27,39,-12
5,Davis Legacy ECNL GU18/U19,Davis Legacy Soccer Club,10853,18,4,7,7,19,1.06,33,38,-5
6,Marin FC ECNL GU18/U19,Marin FC,35165,18,5,9,4,19,1.06,14,27,-13
7,Pleasanton RAGE ECNL GU18/U19,Pleasanton Rage,10626,18,4,9,5,17,0.94,27,43,-16
8,Santa Rosa United ECNL GU18/U19,Santa Rosa United Soccer,11583,18,5,12,1,16,0.89,24,45,-21
