rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Juan SC ECNL GU14,No Club Selection,39174,18,16,2,0,48,2.67,75,13,62
2,DeAnza Force ECNL GU14,Force,45841,18,14,2,2,44,2.44,42,8,34
3,Mustang SC ECNL GU14,Mustang Soccer,4653,18,11,2,5,38,2.11,42,11,31
4,MVLA ECNL GU14,MVLA,30872,18,10,5,3,33,1.83,66,17,49
5,Davis Legacy ECNL GU14,No Club Selection,39186,18,7,10,1,22,1.22,33,37,-4
6,Pleasanton RAGE ECNL GU14,Pleasanton Rage,39255,18,3,11,4,13,0.72,15,44,-29
7,Santa Rosa United ECNL GU14,Santa Rosa United Soccer,39258,18,2,13,3,9,0.5,19,67,-48
8,Marin FC ECNL GU14,Marin FC,39517,18,2,16,0,6,0.33,9,94,-85
