rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Real Colorado National ECNL GU17,Real Colorado,45856,15,14,0,1,43,2.87,57,7,50
2,La Roca FC ECNL GU17,La Roca FC,45851,16,12,3,1,37,2.31,41,21,20
3,Colorado Rapids ECNL GU17,Colorado Storm,11901,16,9,6,1,28,1.75,29,28,1
4,Utah Avalanche ECNL GU17,Utah Avalanche,12594,15,5,7,3,18,1.2,22,26,-4
5,Real Colorado Athletico ECNL GU17,Real Colorado,46446,16,4,9,3,15,0.94,22,33,-11
6,Pride SC ECNL GU17,No Club Selection,35222,16,3,13,0,9,0.56,10,66,-56
