date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2021-09-12,11:15 AM,Bracket,Colorado Rapids ECNL GU16,5,1,Real Colorado Athletico ECNL GU16,Gates South Soccer Complex,6,On Time,276346
2021-09-12,01:30 PM,Bracket,Real Colorado National ECNL GU16,8,0,Pride SC ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,277177
2021-09-18,02:00 PM,Group Play,Pride SC ECNL GU16,0,9,Colorado Rapids ECNL GU16,Pride Soccer Complex,Field 1,On Time,295303
2021-09-20,05:00 PM,Group Play,Real Colorado National ECNL GU16,5,1,Real Colorado Athletico ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,295309
2021-09-25,11:15 AM,Bracket,Colorado Rapids ECNL GU16,2,0,Real Colorado National ECNL GU16,Gates South Soccer Complex,6,On Time,276347
2021-09-26,11:15 AM,Bracket,Real Colorado Athletico ECNL GU16,4,1,Pride SC ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,277135
2021-10-02,02:00 PM,Bracket,Pride SC ECNL GU16,0,9,Real Colorado National ECNL GU16,Pride Soccer Complex,Field 2,On Time,277093
2021-10-03,09:00 AM,Bracket,Real Colorado Athletico ECNL GU16,1,3,Colorado Rapids ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,277136
2021-10-23,09:00 AM,Bracket,Real Colorado Athletico ECNL GU16,1,1,Real Colorado National ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,277137
2021-10-23,01:30 PM,Bracket,Colorado Rapids ECNL GU16,7,0,Pride SC ECNL GU16,Gates South Soccer Complex,6,On Time,276348
2021-10-24,09:00 AM,Bracket,Real Colorado National ECNL GU16,0,1,Colorado Rapids ECNL GU16,Real Colorado Soccer Complex,RCSC Grass,On Time,277178
2021-10-24,01:00 PM,Bracket,Pride SC ECNL GU16,0,0,Real Colorado Athletico ECNL GU16,Pride Soccer Complex,Field 2,On Time,277094
2021-11-06,11:30 AM,Bracket,Utah Avalanche ECNL GU16,1,4,Colorado Rapids ECNL GU16,St. Joseph Catholic High School,Grass Field,On Time,277390
2021-11-06,01:00 PM,Bracket,La Roca FC ECNL GU16,3,0,Pride SC ECNL GU16,Spence Eccles Ogden Community Sports Complex,Field 1,On Time,276724
2021-11-07,09:00 AM,Bracket,La Roca FC ECNL GU16,1,1,Colorado Rapids ECNL GU16,Legacy Events Center,Field 1 #2021,On Time,276725
