rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU14,No Club Selection,21818,20,18,1,1,55,2.75,87,11,76
2,Washington Premier ECNL GU14,Washington Premier FC,39098,20,15,4,1,46,2.3,65,19,46
3,Eastside FC ECNL GU14,Eastside FC (WA),46753,20,12,6,2,38,1.9,53,22,31
4,Portland Thorns ECNL GU14,Portland Thorns FC,45859,20,8,9,3,27,1.35,41,29,12
5,Seattle United ECNL GU14,Seattle United,39162,20,5,11,4,19,0.95,24,41,-17
6,Northwest Elite FC ECNL GU14,Oregon Surf SC,32701,20,4,10,6,18,0.9,16,44,-28
7,Boise Thorns FC ECNL GU14,Boise Timbers | Thorns,46756,20,5,12,3,18,0.9,16,45,-29
8,PacNW SC ECNL GU14,PacNW,35172,20,4,11,5,17,0.85,14,50,-36
9,FC Portland ECNL GU14,FC Portland Academy,50300,20,0,19,1,1,0.05,1,107,-106
