rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,MVLA ECNL GU16,MVLA,20426,18,14,1,3,45,2.5,63,12,51
2,San Juan SC ECNL GU16,San Juan Soccer Club,20430,18,11,2,5,38,2.11,39,15,24
3,Davis Legacy ECNL GU16,Davis Legacy Soccer Club,20425,18,11,4,3,36,2.0,35,19,16
4,Mustang SC ECNL GU16,Mustang Soccer,13301,18,9,8,1,28,1.56,25,25,0
5,DeAnza Force ECNL GU16,Force,45843,18,6,8,4,22,1.22,18,28,-10
6,Marin FC ECNL GU16,Marin FC,35163,18,4,10,4,16,0.89,14,29,-15
7,Pleasanton RAGE ECNL GU16,Pleasanton Rage,20429,18,3,13,2,11,0.61,17,49,-32
8,Santa Rosa United ECNL GU16,Santa Rosa United Soccer,20432,18,1,12,5,8,0.44,16,40,-24
