rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eastside FC ECNL GU18/U19,Eastside FC (WA),35154,20,16,1,3,51,2.55,69,27,42
2,PacNW SC ECNL GU18/U19,PacNW,19375,20,14,4,2,44,2.2,73,27,46
3,Washington Premier ECNL GU18/U19,Washington Premier FC,7035,20,12,5,3,39,1.95,51,25,26
4,Northwest Elite FC ECNL GU18/U19,Oregon Surf SC,10434,20,11,6,3,36,1.8,47,31,16
5,Seattle United ECNL GU18/U19,Seattle United,10594,18,9,7,2,29,1.61,37,38,-1
6,Crossfire Premier ECNL GU18/U19,Crossfire Premier,11576,18,9,7,2,29,1.61,43,24,19
7,Boise Thorns FC ECNL GU18/U19,Boise Timbers | Thorns,11579,20,2,15,3,9,0.45,14,82,-68
8,Portland Thorns ECNL GU18/U19,Portland Thorns FC,45863,20,3,17,0,9,0.45,19,58,-39
9,FC Portland ECNL GU18/U19,FC Portland Academy,11578,20,2,18,0,6,0.3,14,75,-61
