rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Colorado Rapids ECNL GU16,Colorado Storm,21349,16,13,0,3,42,2.63,67,15,52
2,La Roca FC ECNL GU16,La Roca FC,45850,16,11,2,3,36,2.25,45,14,31
3,Real Colorado National ECNL GU16,Real Colorado,45855,16,9,2,5,32,2.0,47,13,34
4,Utah Avalanche ECNL GU16,Utah Avalanche,20424,16,6,5,5,23,1.44,34,26,8
5,Real Colorado Athletico ECNL GU16,Real Colorado,46445,16,3,8,5,14,0.88,18,36,-18
6,Pride SC ECNL GU16,No Club Selection,35221,15,0,13,2,2,0.13,5,69,-64
