rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL GU17,Crossfire Premier,12590,20,18,1,1,55,2.75,73,9,64
2,Portland Thorns ECNL GU17,Portland Thorns FC,45862,20,12,3,5,41,2.05,53,19,34
3,Northwest Elite FC ECNL GU17,Oregon Surf SC,7129,20,12,5,3,39,1.95,32,18,14
4,Seattle United ECNL GU17,Seattle United,19792,20,10,7,3,33,1.65,24,27,-3
5,Boise Thorns FC ECNL GU17,Boise Timbers | Thorns,12593,20,6,8,6,24,1.2,30,37,-7
6,Washington Premier ECNL GU17,Washington Premier FC,12363,20,5,12,3,18,0.9,17,39,-22
7,PacNW SC ECNL GU17,PacNW,19374,20,5,14,1,16,0.8,32,65,-33
8,Eastside FC ECNL GU17,Eastside FC (WA),33076,20,2,16,2,8,0.4,20,52,-32
9,FC Portland ECNL GU17,FC Portland Academy,12592,20,2,16,2,8,0.4,13,54,-41
