rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,GSA ECNL GU13,Gwinnett Soccer Academy,59311,22,14,3,5,47,2.14,57,18,39,GU13,Flight 1
2,Atlanta Fire United ECNL GU13,Atlanta Fire United,60033,22,7,11,4,25,1.14,18,42,-24,GU13,Flight 1
3,Tampa Bay United ECNL GU13,Tampa Bay United,49152,22,7,12,3,24,1.09,25,40,-15,GU13,Flight 1
4,Florida Elite ECNL GU13,Sporting SA,45064,22,6,11,5,23,1.05,13,20,-7,GU13,Flight 1
5,Orlando City ECNL GU13,Seminole United,59913,22,2,13,7,13,0.59,8,34,-26,GU13,Flight 1
6,Jacksonville FC ECNL GU13,Jacksonville FC,45667,22,3,17,2,11,0.5,7,80,-73,GU13,Flight 1
7,Florida Krush ECNL GU13,Florida Kraze Krush,34958,22,1,15,6,9,0.41,20,73,-53,GU13,Flight 1
1,Concorde Fire Platinum ECNL GU14,Concorde Fire ,46806,22,19,1,2,59,2.68,88,15,73,GU14,Flight 1
2,GSA ECNL GU14,Gwinnett Soccer Academy,46812,22,16,4,2,50,2.27,51,27,24,GU14,Flight 1
3,Alabama FC ECNL GU14,Alabama FC,46807,22,14,4,4,46,2.09,53,28,25,GU14,Flight 1
4,Concorde Fire Premier ECNL GU14,Concorde Fire ,46809,22,14,5,3,45,2.05,48,16,32,GU14,Flight 1
5,Jacksonville FC ECNL GU14,Jacksonville FC,46814,22,6,8,8,26,1.18,25,40,-15,GU14,Flight 1
6,Orlando City ECNL GU14,Seminole United,28033,22,7,11,4,25,1.14,24,41,-17,GU14,Flight 1
7,United Futbol Academy ECNL GU14,United Futbol Academy,45834,22,5,8,9,24,1.09,24,44,-20,GU14,Flight 1
8,Florida Elite ECNL GU14,Sporting SA,46901,22,6,11,5,23,1.05,17,27,-10,GU14,Flight 1
9,Tampa Bay United ECNL GU14,Tampa Bay United,36328,22,6,11,5,23,1.05,26,47,-21,GU14,Flight 1
10,FC Prime ECNL GU14,Athletic Club Florida,38492,22,5,13,4,19,0.86,23,40,-17,GU14,Flight 1
11,Atlanta Fire United ECNL GU14,Atlanta Fire United,43088,22,3,10,9,18,0.82,26,37,-11,GU14,Flight 1
12,Florida Krush ECNL GU14,Florida Kraze Krush,34961,22,1,16,5,8,0.36,25,68,-43,GU14,Flight 1
1,Concorde Fire Platinum ECNL GU15,Concorde Fire ,35256,22,19,2,1,58,2.64,100,22,78,GU15,Flight 1
2,Jacksonville FC ECNL GU15,No Club Selection,35265,21,16,0,5,53,2.52,76,22,54,GU15,Flight 1
3,United Futbol Academy ECNL GU15,United Futbol Academy,45835,22,16,3,3,51,2.32,66,29,37,GU15,Flight 1
4,Orlando City ECNL GU15,Seminole United,35258,22,16,3,3,51,2.32,52,19,33,GU15,Flight 1
5,Alabama FC ECNL GU15,Alabama FC,35266,22,9,7,6,33,1.5,40,44,-4,GU15,Flight 1
6,Concorde Fire Premier ECNL GU15,Concorde Fire ,35262,22,9,11,2,29,1.32,32,42,-10,GU15,Flight 1
7,Tampa Bay United ECNL GU15,Tampa Bay United,21279,22,6,14,2,20,0.91,25,43,-18,GU15,Flight 1
8,FC Prime ECNL GU15,Athletic Club Florida,22549,20,5,12,3,18,0.9,14,39,-25,GU15,Flight 1
9,Florida Krush ECNL GU15,Florida Kraze Krush,35020,22,5,14,3,18,0.82,17,58,-41,GU15,Flight 1
10,GSA ECNL GU15,Gwinnett Soccer Academy,33371,22,5,15,2,17,0.77,21,37,-16,GU15,Flight 1
11,Atlanta Fire United ECNL GU15,Atlanta Fire United,34662,22,4,14,4,16,0.73,25,41,-16,GU15,Flight 1
12,Florida Elite ECNL GU15,Sporting SA,35114,21,2,17,2,8,0.38,8,80,-72,GU15,Flight 1
1,Concorde Fire Platinum ECNL GU16,Concorde Fire ,19885,22,18,3,1,55,2.5,67,9,58,GU16,Flight 1
2,United Futbol Academy ECNL GU16,United Futbol Academy,45836,22,16,4,2,50,2.27,42,16,26,GU16,Flight 1
3,GSA ECNL GU16,Gwinnett Soccer Academy,20326,22,15,5,2,47,2.14,51,19,32,GU16,Flight 1
4,Tampa Bay United ECNL GU16,Tampa Bay United,20339,22,13,7,2,41,1.86,46,27,19,GU16,Flight 1
5,Alabama FC ECNL GU16,Alabama FC,20321,22,9,5,8,35,1.59,24,20,4,GU16,Flight 1
6,FC Prime ECNL GU16,Athletic Club Florida,20328,22,10,7,5,35,1.59,25,24,1,GU16,Flight 1
7,Orlando City ECNL GU16,Seminole United,20338,22,9,9,4,31,1.41,22,23,-1,GU16,Flight 1
8,Florida Krush ECNL GU16,No Club Selection,20335,22,6,13,3,21,0.95,24,42,-18,GU16,Flight 1
9,Concorde Fire Premier ECNL GU16,Concorde Fire ,20325,22,6,13,3,21,0.95,16,46,-30,GU16,Flight 1
10,Florida Elite ECNL GU16,Sporting SA,20333,22,4,14,4,16,0.73,15,35,-20,GU16,Flight 1
