rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Loudoun Soccer ECNL GU13,Northern Virginia Alliance,54842,26,23,2,1,70,2.69,63,9,54,GU13,Flight 1
2,Richmond United ECNL GU13,Richmond United,59426,26,21,3,2,65,2.5,70,10,60,GU13,Flight 1
3,NC Courage ECNL GU13,NC Courage Academy,60108,26,17,5,4,55,2.12,71,29,42,GU13,Flight 1
4,Charlotte SA ECNL GU13,Charlotte Soccer Academy,59885,26,15,7,4,49,1.88,60,27,33,GU13,Flight 1
5,Charlotte Independence ECNL GU13,Charlotte Independence SC,59088,26,15,8,3,48,1.85,49,37,12,GU13,Flight 1
6,VDA ECNL GU13,Virginia Development Academy,59474,26,14,7,5,47,1.81,46,25,21,GU13,Flight 1
7,Arlington Soccer ECNL GU13,Arlington Soccer Association,59915,26,12,11,3,39,1.5,46,26,20,GU13,Flight 1
8,CESA ECNL GU13,Carolina Elite Soccer Academy,46817,26,10,10,6,36,1.38,36,23,13,GU13,Flight 1
9,VA Union ECNL GU13,Fairfax Virginia Union,60092,26,11,12,3,36,1.38,46,52,-6,GU13,Flight 1
10,Wilmington Hammerheads ECNL GU13 ,Wilmington Hammerheads,59888,26,9,14,3,30,1.15,42,55,-13,GU13,Flight 1
11,South Carolina United ECNL GU13,South Carolina United FC,50959,26,7,19,0,21,0.81,31,50,-19,GU13,Flight 1
12,NCFC Youth ECNL GU13,NCFC Youth,59930,26,6,18,2,20,0.77,22,52,-30,GU13,Flight 1
13,NC Fusion ECNL GU13,NC Fusion,50566,26,3,21,2,11,0.42,21,68,-47,GU13,Flight 1
14,BRYC Elite Academy ECNL GU13,Fairfax Virginia Union,11955,26,0,26,0,0,0.0,2,142,-140,GU13,Flight 1
1,Richmond United ECNL GU14,Richmond United,46822,26,21,2,3,66,2.54,91,23,68,GU14,Flight 1
2,VDA ECNL GU14,Virginia Development Academy,46823,26,20,2,4,64,2.46,73,19,54,GU14,Flight 1
3,Arlington Soccer ECNL GU14,Arlington Soccer Association,59916,26,19,4,3,60,2.31,82,34,48,GU14,Flight 1
4,CESA ECNL GU14,Carolina Elite Soccer Academy,27972,26,17,4,5,56,2.15,49,23,26,GU14,Flight 1
5,NC Courage ECNL GU14,NC Courage Academy,44728,26,18,6,2,56,2.15,72,24,48,GU14,Flight 1
6,Charlotte SA ECNL GU14,Charlotte Soccer Academy,44721,26,11,11,4,37,1.42,43,40,3,GU14,Flight 1
7,Loudoun Soccer ECNL GU14,Northern Virginia Alliance,46824,26,10,11,5,35,1.35,42,38,4,GU14,Flight 1
8,VA Union ECNL GU14,Fairfax Virginia Union,46827,26,10,11,5,35,1.35,46,45,1,GU14,Flight 1
9,South Carolina United ECNL GU14,South Carolina United FC,43173,26,7,15,4,25,0.96,27,50,-23,GU14,Flight 1
10,Charlotte Independence ECNL GU14,Charlotte Independence SC,28376,26,7,15,4,25,0.96,30,48,-18,GU14,Flight 1
11,NCFC Youth ECNL GU14,NCFC Youth,45785,26,5,14,7,22,0.85,24,45,-21,GU14,Flight 1
12,Wilmington Hammerheads ECNL GU14,Wilmington Hammerheads,46818,26,5,17,4,19,0.73,24,60,-36,GU14,Flight 1
13,NC Fusion ECNL GU14,NC Fusion,13888,26,4,19,3,15,0.58,25,90,-65,GU14,Flight 1
14,BRYC Elite Academy ECNL GU14,Fairfax Virginia Union,11956,26,1,24,1,4,0.15,15,104,-89,GU14,Flight 1
1,VA Union ECNL GU15,Fairfax Virginia Union,25892,13,12,1,0,36,2.77,44,12,32,GU15,Flight 1
