rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
5,Tulsa SC ECNL G07,No Club Selection,35234,22,8,7,7,31,1.41,18,22,-4,G2007,ECNL
6,Sting Dallas Black ECNL G07,Sting Soccer Club,12441,22,7,8,7,28,1.27,20,26,-6,G2007,ECNL
7,Challenge SC ECNL G07,Challenge SC,35214,22,7,12,3,24,1.09,25,41,-16,G2007,ECNL
8,Dallas Texans ECNL G07,Dallas Texans,45790,22,5,9,8,23,1.05,14,26,-12,G2007,ECNL
9,Albion Hurricanes FC ECNL G07,Albion Hurricanes FC,35213,22,5,10,7,22,1.0,18,36,-18,G2007,ECNL
10,Sting Austin ECNL G07,Sting Austin,35232,22,5,11,6,21,0.95,27,41,-14,G2007,ECNL
11,Classics Elite ECNL G07,Classics Elite Soccer Academy,35215,22,2,17,3,9,0.41,21,65,-44,G2007,ECNL
12,Sting Dallas Royal ECNL G07,Sting Soccer Club,45801,22,1,16,5,8,0.36,3,51,-48,G2007,ECNL
1,Solar SC ECNL G08,Solar SC,46791,21,18,1,2,56,2.67,75,15,60,G2008,ECNL
2,Sting Dallas Black ECNL G08,Sting Soccer Club,11429,22,17,3,2,53,2.41,57,14,43,G2008,ECNL
3,Sting Austin ECNL G08,Sting Austin,46779,22,13,6,3,42,1.91,43,21,22,G2008,ECNL
4,FC Dallas ECNL G08,FC Dallas Youth,46900,22,12,5,5,41,1.86,27,12,15,G2008,ECNL
5,OK Energy FC ECNL G08,Oklahoma Energy FC,59503,22,13,7,2,41,1.86,56,33,23,G2008,ECNL
6,DKSC ECNL G08,No Club Selection,45734,22,9,8,5,32,1.45,48,44,4,G2008,ECNL
7,Challenge SC ECNL G08,Challenge SC,44419,21,9,10,2,29,1.38,28,37,-9,G2008,ECNL
8,Dallas Texans ECNL G08,Dallas Texans,45786,22,8,9,5,29,1.32,29,31,-2,G2008,ECNL
9,Albion Hurricanes FC ECNL G08,Albion Hurricanes FC,39582,22,8,9,5,29,1.32,32,32,0,G2008,ECNL
10,Classics Elite ECNL G08,Classics Elite Soccer Academy,29192,22,3,16,3,12,0.55,27,66,-39,G2008,ECNL
11,Sting Dallas Royal ECNL G08,Sting Soccer Club,22213,22,2,16,4,10,0.45,19,53,-34,G2008,ECNL
12,Tulsa SC ECNL G08,No Club Selection,44083,22,0,22,0,0,0.0,10,93,-83,G2008,ECNL
1,DKSC ECNL G09,DKSC,47082,22,19,2,1,58,2.64,81,12,69,G2009,ECNL
2,Solar SC ECNL G09,Solar SC,59562,22,19,3,0,57,2.59,105,6,99,G2009,ECNL
3,FC Dallas ECNL G09,FC Dallas Youth,58541,22,18,3,1,55,2.5,50,19,31,G2009,ECNL
4,Albion Hurricanes FC ECNL G09,Albion Hurricanes FC,59340,22,12,6,4,40,1.82,52,25,27,G2009,ECNL
5,Sting Dallas Black ECNL G09,Sting Soccer Club,59553,22,9,10,3,30,1.36,35,31,4,G2009,ECNL
6,Challenge SC ECNL G09,Challenge SC,55881,22,8,9,5,29,1.32,31,37,-6,G2009,ECNL
7,Tulsa SC ECNL G09,No Club Selection,43250,22,7,11,4,25,1.14,39,49,-10,G2009,ECNL
8,OK Energy FC ECNL G09,Oklahoma Energy FC,59502,22,7,12,3,24,1.09,48,55,-7,G2009,ECNL
9,Dallas Texans ECNL G09,Dallas Texans,59998,22,7,13,2,23,1.05,32,47,-15,G2009,ECNL
10,Classics Elite  ECNL G09,Classics Elite Soccer Academy,40417,22,5,12,5,20,0.91,30,54,-24,G2009,ECNL
11,Sting Dallas Royal ECNL G09,Sting Soccer Club,68973,22,5,14,3,18,0.82,31,73,-42,G2009,ECNL
12,Sting Austin ECNL G09,Sting Austin,45246,22,0,21,1,1,0.05,6,132,-126,G2009,ECNL
1,Dallas Texans ECNL G10,Dallas Texans,69269,22,17,2,3,54,2.45,79,18,61,G2010,ECNL
