rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,DKSC ECNL G05/04,No Club Selection,11872,22,19,0,3,60,2.73,64,6,58,G2005/2004,ECNL
2,FC Dallas ECNL G05/04,FC Dallas Youth,46785,22,16,3,3,51,2.32,60,18,42,G2005/2004,ECNL
3,Solar SC ECNL G05/04,Solar SC,11427,22,13,2,7,46,2.09,49,22,27,G2005/2004,ECNL
4,Sting Dallas Black ECNL G05/04,Sting Soccer Club,11591,22,11,7,4,37,1.68,43,30,13,G2005/2004,ECNL
5,Challenge SC ECNL G05/04,Challenge SC,12270,20,9,8,3,30,1.5,32,39,-7,G2005/2004,ECNL
6,Sting Austin ECNL G05/04,Sting Austin,11067,21,8,10,3,27,1.29,17,22,-5,G2005/2004,ECNL
7,OK Energy FC ECNL G05/04,Oklahoma Energy FC,59506,22,7,9,6,27,1.23,39,47,-8,G2005/2004,ECNL
8,Albion Hurricanes FC ECNL G05/04,Albion Hurricanes FC,12271,22,8,11,3,27,1.23,36,33,3,G2005/2004,ECNL
9,Classics Elite  ECNL G05/04,Classics Elite Soccer Academy,12269,21,5,10,6,21,1.0,30,45,-15,G2005/2004,ECNL
10,Tulsa SC ECNL G05/04,Tulsa Soccer Club,11818,22,5,13,4,19,0.86,25,48,-23,G2005/2004,ECNL
11,Dallas Texans ECNL G05/04,Dallas Texans,11592,22,2,15,5,11,0.5,21,51,-30,G2005/2004,ECNL
12,Sting Dallas Royal ECNL G05/04,Sting Soccer Club,46722,22,2,17,3,9,0.41,16,71,-55,G2005/2004,ECNL
1,FC Dallas ECNL G06,FC Dallas Youth,46784,22,20,1,1,61,2.77,89,14,75,G2006,ECNL
2,Solar SC ECNL G06,Solar SC,11423,22,17,2,3,54,2.45,91,27,64,G2006,ECNL
3,Challenge SC ECNL G06,Challenge SC,20382,22,12,8,2,38,1.73,60,45,15,G2006,ECNL
4,DKSC ECNL G06,No Club Selection,19628,22,10,5,7,37,1.68,52,38,14,G2006,ECNL
5,OK Energy FC ECNL G06,Oklahoma Energy FC,59505,22,11,9,2,35,1.59,49,49,0,G2006,ECNL
6,Classics Elite ECNL G06,Classics Elite Soccer Academy,20383,22,10,12,0,30,1.36,37,57,-20,G2006,ECNL
7,Sting Dallas Royal ECNL G06,Sting Soccer Club,46274,22,8,11,3,27,1.23,39,54,-15,G2006,ECNL
8,Albion Hurricanes FC ECNL G06,Albion Hurricanes FC,20381,22,7,11,4,25,1.14,37,46,-9,G2006,ECNL
9,Tulsa SC ECNL G06,No Club Selection,20413,22,7,11,4,25,1.14,23,36,-13,G2006,ECNL
10,Dallas Texans ECNL G06,Dallas Texans,12268,22,7,13,2,23,1.05,39,50,-11,G2006,ECNL
11,Sting Dallas Black ECNL G06,Sting Soccer Club,20412,22,5,14,3,18,0.82,17,47,-30,G2006,ECNL
12,Sting Austin ECNL G06,Sting Austin,20411,22,2,19,1,7,0.32,14,84,-70,G2006,ECNL
1,Solar SC ECNL G07,Solar SC,20122,22,19,2,1,58,2.64,88,17,71,G2007,ECNL
2,OK Energy FC ECNL G07,Oklahoma Energy FC,59504,22,16,4,2,50,2.27,56,28,28,G2007,ECNL
3,FC Dallas ECNL G07,FC Dallas Youth,46783,22,15,3,4,49,2.23,53,14,39,G2007,ECNL
4,DKSC ECNL G07,No Club Selection,35219,22,13,4,5,44,2.0,45,21,24,G2007,ECNL
