rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Eagles SC ECNL G11,Eagles SC,25917,24,17,2,5,56,2.33,54,21,33
2,Legends FC ECNL G11,Legends FC (CA),24716,24,15,4,5,50,2.08,46,17,29
3,SLAMMERS FC ECNL G11,Slammers FC,61426,24,12,3,9,45,1.88,49,21,28
4,Beach FC ECNL G11,Beach Futbol Club,77421,24,10,8,6,36,1.5,46,33,13
5,Utah Royals FC-AZ ECNL G11,Utah Royals FC - AZ,77350,24,7,10,7,28,1.17,25,28,-3
6,LAFC So Cal ECNL G11,LAFC So Cal,82136,23,6,12,5,23,1.0,24,39,-15
7,Sporting California USA ECNL G11,Sporting California USA,65758,23,4,12,7,19,0.83,17,40,-23
8,Heat FC ECNL G11,LV Heat Surf SC ,48247,24,4,14,6,18,0.75,13,66,-53
9,LA Breakers FC ECNL G11,LA Breakers FC,82166,24,3,13,8,17,0.71,18,42,-24
