rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,So Cal Blues ECNL G11,So Cal Blues,82132,23,19,0,4,61,2.65,99,4,95
2,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,23,17,2,4,55,2.39,94,19,75
3,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,23,15,1,7,52,2.26,62,13,49
4,Pateadores ECNL G11,Pateadores Soccer Club,75387,23,10,8,5,35,1.52,29,26,3
5,Phoenix Rising ECNL G11,Phoenix Rising FC,62249,23,8,12,3,27,1.17,41,45,-4
6,Arizona Arsenal ECNL G11,Arizona Arsenal Soccer Club,77284,23,4,13,6,18,0.78,15,50,-35
7,Del Mar Sharks ECNL G11 ,Legends FC - Del Mar,79944,23,3,17,3,12,0.52,20,66,-46
8,Rebels SC ECNL G11,Rebels Soccer Club,81798,23,0,23,0,0,0.0,1,123,-122
