rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Legends FC ECNL G06/05,Legends FC (CA),4624,24,18,4,2,56,2.33,71,28,43
2,LA Breakers FC ECNL G06/05,No Club Selection,19489,24,17,5,2,53,2.21,53,30,23
3,SLAMMERS FC ECNL G06/05,Slammers FC,9292,24,14,5,5,47,1.96,58,25,33
4,Beach FC ECNL G06/05,Beach Futbol Club,46286,24,14,7,3,45,1.88,52,28,24
5,LAFC So Cal ECNL G06/05,LAFC So Cal,45889,23,10,8,5,35,1.52,43,34,9
6,Utah Royals FC-AZ ECNL G06/05,Utah Royals FC - AZ,56528,24,10,13,1,31,1.29,32,52,-20
7,Heat FC ECNL G06/05,LV Heat Surf SC ,20442,24,5,13,6,21,0.88,33,66,-33
8,Eagles SC ECNL G06/05,No Club Selection,35181,24,4,17,3,15,0.63,18,63,-45
9,Sporting California USA ECNL G06,Sporting California USA,20440,23,4,18,1,13,0.57,20,63,-43
