rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Legends FC ECNL G06/05,Legends FC (CA),4624,24,18,4,2,56,2.33,71,28,43,G2006/2005,Mojave
2,LA Breakers FC ECNL G06/05,No Club Selection,19489,24,17,5,2,53,2.21,53,30,23,G2006/2005,Mojave
3,SLAMMERS FC ECNL G06/05,Slammers FC,9292,24,14,5,5,47,1.96,58,25,33,G2006/2005,Mojave
4,Beach FC ECNL G06/05,Beach Futbol Club,46286,24,14,7,3,45,1.88,52,28,24,G2006/2005,Mojave
5,LAFC So Cal ECNL G06/05,LAFC So Cal,45889,23,10,8,5,35,1.52,43,34,9,G2006/2005,Mojave
6,Utah Royals FC-AZ ECNL G06/05,Utah Royals FC - AZ,56528,24,10,13,1,31,1.29,32,52,-20,G2006/2005,Mojave
7,Heat FC ECNL G06/05,LV Heat Surf SC ,20442,24,5,13,6,21,0.88,33,66,-33,G2006/2005,Mojave
8,Eagles SC ECNL G06/05,No Club Selection,35181,24,4,17,3,15,0.63,18,63,-45,G2006/2005,Mojave
9,Sporting California USA ECNL G06,Sporting California USA,20440,23,4,18,1,13,0.57,20,63,-43,G2006/2005,Mojave
1,San Diego Surf ECNL G06/05,San Diego Surf Soccer Club,81458,23,21,2,0,63,2.74,110,20,90,G2006/2005,Sonoran
2,Slammers FC HB Koge ECNL G06/05,Slammers FC HB Koge,17118,23,19,3,1,58,2.52,102,16,86,G2006/2005,Sonoran
3,So Cal Blues ECNL G06/05,So Cal Blues,13344,23,12,7,4,40,1.74,40,30,10,G2006/2005,Sonoran
4,Rebels SC ECNL G06/05,Rebels Soccer Club,35184,23,12,9,2,38,1.65,49,27,22,G2006/2005,Sonoran
5,Arizona Arsenal ECNL G06/05,Arizona Arsenal Soccer Club,20434,23,9,14,0,27,1.17,27,73,-46,G2006/2005,Sonoran
6,Pateadores ECNL G06/05,Pateadores Soccer Club,68897,23,5,13,5,20,0.87,27,50,-23,G2006/2005,Sonoran
7,Phoenix Rising ECNL G06/05,Phoenix Rising FC,20445,23,2,17,4,10,0.43,23,80,-57,G2006/2005,Sonoran
8,Del Mar Sharks ECNL G06/05,Legends FC - Del Mar,9899,23,1,22,0,3,0.13,9,82,-73,G2006/2005,Sonoran
1,Beach FC ECNL G07,Beach Futbol Club,46284,24,22,2,0,66,2.75,88,16,72,G2007,Mojave
2,Legends FC ECNL G07,Legends FC (CA),28540,24,18,3,3,57,2.38,68,17,51,G2007,Mojave
3,SLAMMERS FC ECNL G07,Slammers FC,18022,24,14,7,3,45,1.88,53,36,17,G2007,Mojave
