rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Diego Surf ECNL G08,San Diego Surf Soccer Club,45875,23,20,0,3,63,2.74,75,13,62
2,So Cal Blues ECNL G08,So Cal Blues,29588,23,18,2,3,57,2.48,51,11,40
3,Slammers FC HB Koge ECNL G08,Slammers FC HB Koge,29720,23,16,2,5,53,2.3,71,13,58
4,Rebels SC ECNL G08,Rebels Soccer Club,19029,23,13,7,3,42,1.83,47,36,11
5,Phoenix Rising ECNL G08,Phoenix Rising FC,45886,23,7,13,3,24,1.04,20,40,-20
6,Pateadores ECNL G08,Pateadores Soccer Club,68894,23,6,12,5,23,1.0,15,31,-16
7,Del Mar Sharks ECNL G08 ,Legends FC - Del Mar,46835,23,4,17,2,14,0.61,21,45,-24
8,Arizona Arsenal ECNL G08,Arizona Arsenal Soccer Club,45882,23,1,18,4,7,0.3,9,61,-52
