rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Slammers FC HB Koge ECNL GU15,Slammers FC HB Koge,8995,23,22,0,1,67,2.91,90,9,81
2,San Diego Surf ECNL GU15,San Diego Surf Soccer Club,45876,23,14,4,5,47,2.04,60,17,43
3,Phoenix Rising ECNL GU15,Phoenix Rising FC,35183,23,9,10,4,31,1.35,36,40,-4
4,Rebels SC ECNL GU15,Rebels Soccer Club,9867,23,10,12,1,31,1.35,35,74,-39
5,So Cal Blues ECNL GU15,So Cal Blues,35189,23,6,13,4,22,0.96,21,44,-23
6,Del Mar Sharks ECNL GU15,Legends FC - Del Mar,35180,23,6,16,1,19,0.83,28,66,-38
7,Strikers FC ECNL GU15,Strikers FC ECNL,35188,23,3,19,1,10,0.43,16,62,-46
8,AZ Arsenal ECNL GU15,Arizona Arsenal Soccer Club,33451,23,1,19,3,6,0.26,9,71,-62
