rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Beach FC ECNL GU18/U19,Beach Futbol Club,46289,24,21,0,3,66,2.75,97,18,79
2,Legends FC ECNL GU18/U19,Legends FC (CA),13914,24,16,4,4,52,2.17,63,28,35
3,Utah Royals FC-AZ ECNL GU18/U19,Utah Royals FC - AZ,56531,24,15,8,1,46,1.92,50,30,20
4,Heat FC ECNL GU18/U19,LV Heat Surf SC ,11617,24,11,9,4,37,1.54,31,26,5
5,LAFC So Cal ECNL GU18/U19,LAFC So Cal,45891,24,11,9,4,37,1.54,42,36,6
6,SLAMMERS FC ECNL GU18/U19,Slammers FC,11614,24,9,12,3,30,1.25,32,38,-6
7,Eagles SC ECNL GU17/U18,No Club Selection,2195,24,4,15,5,17,0.71,19,51,-32
8,LA Breakers FC ECNL GU18/U19,LA Breakers FC,19486,24,5,19,0,15,0.63,21,64,-43
9,Sporting California Arsenal FC ECNL GU18/U19,Sporting California USA,11616,24,3,15,6,15,0.63,24,71,-47
