rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Legends FC ECNL GU16,Legends FC (CA),4624,24,19,2,3,60,2.5,68,20,48
2,SLAMMERS FC ECNL GU16,Slammers FC,9292,24,16,4,4,52,2.17,60,24,36
3,LAFC So Cal ECNL GU16,LAFC So Cal,45889,24,14,4,6,48,2.0,50,25,25
4,LA Breakers FC ECNL GU16,No Club Selection,19489,24,13,6,5,44,1.83,44,31,13
5,Heat FC ECNL GU16,LV Heat Surf SC ,20442,24,9,12,3,30,1.25,38,51,-13
6,Beach FC ECNL GU16,Beach Futbol Club,46286,24,6,11,7,25,1.04,33,34,-1
7,Sporting California Arsenal FC ECNL GU16,Sporting California USA,20440,24,7,15,2,23,0.96,35,51,-16
8,Utah Royals FC-AZ ECNL GU16,Utah Royals FC - AZ,56528,24,6,17,1,19,0.79,18,56,-38
9,Eagles SC ECNL GU16,No Club Selection,35181,24,2,20,2,8,0.33,15,78,-63
