rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Slammers FC HB Koge ECNL GU16,Slammers FC HB Koge,17118,23,19,2,2,59,2.57,85,13,72
2,San Diego Surf ECNL GU16,San Diego Surf Soccer Club,45877,23,15,2,6,51,2.22,66,13,53
3,Rebels SC ECNL GU16,Rebels Soccer Club,35184,23,12,1,10,46,2.0,47,15,32
4,So Cal Blues ECNL GU16,So Cal Blues,13344,23,14,7,2,44,1.91,61,17,44
5,Strikers FC ECNL GU16,Strikers FC ECNL,20461,23,7,9,7,28,1.22,38,34,4
6,AZ Arsenal ECNL GU16,Arizona Arsenal Soccer Club,20434,23,4,17,2,14,0.61,27,82,-55
7,Phoenix Rising ECNL GU16,Phoenix Rising FC,20445,23,3,19,1,10,0.43,11,94,-83
8,Del Mar Sharks ECNL GU16,Legends FC - Del Mar,9899,23,1,19,3,6,0.26,7,65,-58
