rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Diego Surf ECNL G10,San Diego Surf Soccer Club,62104,16,13,3,0,39,2.44,51,17,34
2,Slammers FC HB Koge ECNL G10,Slammers FC HB Koge,64905,16,12,2,2,38,2.38,48,16,32
3,Legends FC ECNL G10,Legends FC (CA),65115,16,11,4,1,34,2.13,42,19,23
4,LA Breakers FC ECNL G10,LA Breakers FC,68845,16,10,4,2,32,2.0,39,21,18
5,SLAMMERS FC ECNL G10,Slammers FC,64956,16,9,4,3,30,1.88,33,20,13
6,Beach FC (CA) ECNL G10,Beach Futbol Club,18443,16,9,4,3,30,1.88,23,18,5
7,Phoenix Rising ECNL G10,Phoenix Rising FC,68888,16,9,5,2,29,1.81,25,17,8
8,Eagles SC ECNL G10,Eagles SC,62045,16,8,6,2,26,1.63,13,12,1
9,So Cal Blues ECNL G10,So Cal Blues,89848,16,8,7,1,25,1.56,27,22,5
10,LAFC So Cal ECNL G10,LAFC So Cal,65560,16,6,7,3,21,1.31,12,17,-5
11, LV Heat Surf ECNL G10,LV Heat Surf SC ,42984,16,6,9,1,19,1.19,24,20,4
12,Legends FC San Diego ECNL G10,Legends FC - Del Mar,64321,16,6,10,0,18,1.13,21,34,-13
13,Rebels SC ECNL G10,Rebels Soccer Club,21001,16,4,9,3,15,0.94,27,27,0
14,Arizona Arsenal ECNL G10,Arizona Arsenal Soccer Club,65042,16,4,9,3,15,0.94,18,43,-25
15,Sporting CA USA ECNL G10,Sporting California USA,69733,16,3,13,0,9,0.56,18,50,-32
16,Utah Royals FC-AZ ECNL G10,Utah Royals FC - AZ,62330,16,2,13,1,7,0.44,9,42,-33
17,Pateadores ECNL G10,Pateadores Soccer Club,68892,16,1,12,3,6,0.38,16,51,-35
