rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,San Diego Surf ECNL G12,San Diego Surf Soccer Club,84689,16,16,0,0,48,3.0,59,6,53
2,Slammers FC HB Koge ECNL G12,Slammers FC HB Koge,85791,16,15,1,0,45,2.81,73,12,61
3,So Cal Blues ECNL G12,So Cal Blues,84702,16,13,2,1,40,2.5,54,15,39
4,Beach FC (CA) ECNL G12,Beach Futbol Club,94657,16,11,4,1,34,2.13,37,15,22
5,Phoenix Rising ECNL G12,Phoenix Rising FC,81125,16,9,6,1,28,1.75,25,33,-8
6,SLAMMERS FC ECNL G12,Slammers FC,89212,16,8,5,3,27,1.69,22,15,7
7,Utah Royals FC-AZ ECNL G12,Utah Royals FC - AZ,85099,16,7,4,5,26,1.63,24,20,4
8,Rebels SC ECNL G12,Rebels Soccer Club,94955,16,7,5,4,25,1.56,34,28,6
9,Eagles SC ECNL G12,Eagles SC,64010,16,7,8,1,22,1.38,24,29,-5
10,Legends FC ECNL G12,Legends FC (CA),88395,16,4,6,6,18,1.13,18,22,-4
11,LA Breakers FC ECNL G12,LA Breakers FC,84686,16,5,8,3,18,1.13,13,29,-16
12,Arizona Arsenal ECNL G12,Arizona Arsenal Soccer Club,88341,16,4,10,2,14,0.88,22,45,-23
13,Pateadores ECNL G12,Pateadores Soccer Club,53888,16,3,11,2,11,0.69,17,29,-12
14,LAFC So Cal ECNL G12,LAFC So Cal,94592,16,2,11,3,9,0.56,8,23,-15
15, LV Heat Surf ECNL G12,LV Heat Surf SC ,84197,16,2,11,3,9,0.56,16,57,-41
16,Legends FC San Diego ECNL G12,Legends FC - Del Mar,90127,16,2,12,2,8,0.5,15,52,-37
17,Sporting CA USA ECNL G12,Sporting California USA,95281,16,0,11,5,5,0.31,9,40,-31
