rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,16,14,2,0,42,2.63,64,8,56
2,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,16,12,2,2,38,2.38,55,15,40
3,Legends FC ECNL G11,Legends FC (CA),24716,16,11,4,1,34,2.13,39,18,21
4,So Cal Blues ECNL G11,So Cal Blues,82132,16,10,4,2,32,2.0,38,10,28
5,SLAMMERS FC ECNL G11,Slammers FC,61426,16,9,4,3,30,1.88,33,19,14
6,LAFC So Cal ECNL G11,LAFC So Cal,82136,16,9,5,2,29,1.81,23,13,10
7,Eagles SC ECNL G11,Eagles SC,25917,16,8,3,5,29,1.81,31,18,13
8,Beach FC (CA) ECNL G11,Beach Futbol Club,77421,16,8,6,2,26,1.63,32,23,9
9,LA Breakers FC ECNL G11,LA Breakers FC,82166,16,7,6,3,24,1.5,19,18,1
10,Phoenix Rising ECNL G11,Phoenix Rising FC,62249,16,6,6,4,22,1.38,21,26,-5
11,Utah Royals FC-AZ ECNL G11,Utah Royals FC - AZ,77350,16,5,6,5,20,1.25,20,25,-5
12,Pateadores ECNL G11,Pateadores Soccer Club,75387,16,5,8,3,18,1.13,21,36,-15
13, LV Heat Surf ECNL G11,LV Heat Surf SC ,48247,16,4,9,3,15,0.94,16,30,-14
14,Legends FC San Diego ECNL G11 ,Legends FC - Del Mar,79944,16,4,10,2,14,0.88,12,32,-20
15,Rebels SC ECNL G11,Rebels Soccer Club,81798,16,3,12,1,10,0.63,15,53,-38
16,Arizona Arsenal ECNL G11,Arizona Arsenal Soccer Club,77284,16,2,14,0,6,0.38,14,39,-25
17,Sporting CA USA ECNL G11,Sporting California USA,79198,16,0,16,0,0,0.0,7,77,-70
