rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,VDA ECNL G07/06,Virginia Development Academy,35271,11,8,0,3,27,2.45,38,7,31,G2007/2006,ECNL
2,Fairfax Virginia Union ECNL G07/06,Fairfax Virginia Union,96993,11,8,2,1,25,2.27,33,10,23,G2007/2006,ECNL
3,Charlotte SA ECNL G07/06,Charlotte Soccer Academy,44722,11,8,2,1,25,2.27,28,7,21,G2007/2006,ECNL
4,NC Courage ECNL G07/06,NC Courage Academy,44729,11,6,2,3,21,1.91,20,11,9,G2007/2006,ECNL
5,Arlington Soccer ECNL G07/06,Arlington Soccer Association,82190,11,6,2,3,21,1.91,22,19,3,G2007/2006,ECNL
6,Charlotte Independence ECNL G07/06,Charlotte Independence SC,35286,11,5,5,1,16,1.45,20,21,-1,G2007/2006,ECNL
7,Wilmington Hammerheads ECNL G07/06,No Club Selection,35272,11,5,5,1,16,1.45,33,30,3,G2007/2006,ECNL
8,Beach FC (VA) ECNL G07/06,Beach FC,67842,11,4,5,2,14,1.27,11,15,-4,G2007/2006,ECNL
9,NVA ECNL G07/06,Northern Virginia Alliance,35287,11,4,6,1,13,1.18,17,22,-5,G2007/2006,ECNL
10,Richmond United ECNL G07/06,Richmond United,22314,11,2,8,1,7,0.64,18,29,-11,G2007/2006,ECNL
11,NC Fusion ECNL G07/06,NC Fusion,35269,11,0,9,2,2,0.18,8,46,-38,G2007/2006,ECNL
12,NCFC Youth ECNL G07/06,NCFC Youth,35268,11,0,10,1,1,0.09,13,44,-31,G2007/2006,ECNL
1,NC Courage ECNL G08,NC Courage Academy,44728,11,10,0,1,31,2.82,47,5,42,G2008,ECNL
2,VDA ECNL G08,Virginia Development Academy,46823,11,8,1,2,26,2.36,37,6,31,G2008,ECNL
3,Richmond United ECNL G08,Richmond United,46822,11,7,0,4,25,2.27,17,6,11,G2008,ECNL
4,Charlotte SA ECNL G08,Charlotte Soccer Academy,44721,11,7,3,1,22,2.0,31,23,8,G2008,ECNL
5,NVA ECNL G08,Northern Virginia Alliance,46824,11,7,3,1,22,2.0,22,22,0,G2008,ECNL
6,Charlotte Independence ECNL G08,Charlotte Independence SC,28376,11,4,4,3,15,1.36,25,26,-1,G2008,ECNL
7,Wilmington Hammerheads ECNL G08,Wilmington Hammerheads,46818,11,4,4,3,15,1.36,15,17,-2,G2008,ECNL
