rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL GU15,PDA Blue (North),1967,16,14,0,2,44,2.75,49,6,43
2,Match Fit Academy ECNL GU15,Match Fit Surf,34504,16,11,4,1,34,2.13,31,10,21
3,Penn Fusion SA ECNL GU15,No Club Selection,44736,16,9,4,3,30,1.88,33,18,15
4,Maryland United FC ECNL GU15,No Club Selection,35283,16,8,4,4,28,1.75,21,10,11
5,FC DELCO ECNL GU15,FC DELCO,12575,16,7,7,2,23,1.44,25,25,0
6,PDA South ECNL GU15,PDA South,1840,16,4,6,6,18,1.13,18,27,-9
7,Bethesda SC ECNL GU15,Bethesda SC,35273,16,3,11,2,11,0.69,17,30,-13
8,FC Bucks ECNL GU15,HEX FC,33878,16,2,11,3,9,0.56,15,43,-28
9,Pipeline SC ECNL GU15,Pipeline SC,45828,16,1,12,3,6,0.38,10,50,-40
