rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL GU18/U19,PDA Blue (North),19877,13,12,0,1,37,2.85,43,6,37
2,Match Fit Academy ECNL GU18/19,Match Fit Surf,2166,14,10,3,1,31,2.21,26,15,11
3,Penn Fusion SA ECNL GU18/19,Penn Fusion Soccer Academy,7104,16,10,3,3,33,2.06,38,23,15
4,FC Bucks ECNL GU18/U19,HEX FC,11574,15,4,7,4,16,1.07,18,27,-9
5,PDA South ECNL GU18/19,PDA South,1966,15,4,7,4,16,1.07,21,27,-6
6,Bethesda SC ECNL GU18/U19,Bethesda SC,1367,16,4,8,4,16,1.0,19,24,-5
7,Maryland United FC ECNL GU18/19,Maryland United Football Club,7521,16,3,6,7,16,1.0,14,25,-11
8,Pipeline SC ECNL GU18/U19,No Club Selection,45831,15,2,8,5,11,0.73,16,27,-11
9,FC DELCO ECNL GU18/19,FC DELCO,7224,16,2,9,5,11,0.69,12,33,-21
