rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Match Fit Academy ECNL GU13,Match Fit Surf,46947,16,15,0,1,46,2.88,69,7,62
2,PDA Blue ECNL GU13,PDA Blue (North),13678,16,13,2,1,40,2.5,58,9,49
3,Pipeline SC ECNL GU13,Pipeline SC,46948,16,8,6,2,26,1.63,37,19,18
4,Penn Fusion SA ECNL GU13,Penn Fusion Soccer Academy,46945,16,8,7,1,25,1.56,35,25,10
5,Bethesda SC ECNL GU13,Bethesda SC,46940,16,7,6,3,24,1.5,27,19,8
6,FC DELCO ECNL GU13,FC DELCO,46942,16,7,9,0,21,1.31,23,37,-14
7,Maryland United FC ECNL GU13,Maryland United Football Club,46944,16,3,10,3,12,0.75,15,41,-26
8,PDA South ECNL GU13,PDA South,11436,16,2,12,2,8,0.5,16,67,-51
9,FC Bucks ECNL GU13,HEX FC,46941,16,2,13,1,7,0.44,11,67,-56
