date,time,type,homeTeam,homeScore,awayScore,awayTeam,complex,venue,status,matchID
2026-09-12,09:00 AM,Group Play,So Cal Blues ECNL G2009/10,,,Sporting California USA ECNL G2009/10,OC Great Park,Field 22,On Time,1085368
2026-09-12,10:40 AM,Group Play,Eagles SC ECNL G2009/10,,,Legends FC (CA) ECNL G2009/10,Pleasant Valley Fields,Field 14,On Time,1085338
2026-09-12,11:00 AM,Group Play,Pateadores Soccer Club ECNL G2009/10,,,Slammers FC HB Koge ECNL G2009/10,Orange County Great Park,Field 9,On Time,1085344
2026-09-12,11:00 AM,Group Play,San Diego Surf ECNL G2009/10,,,Utah Royals FC-AZ ECNL G2009/10,Surf Sports Park,Field 4,On Time,1085362
2026-09-12,12:00 PM,Group Play,Rebels SC ECNL G2009/10,,,Legends FC Del Mar ECNL G2009/10,Monte Vista High School,Stadium,On Time,1085356
2026-09-12,05:00 PM,Group Play,Beach Futbol Club (CA) ECNL G2009/10,,,LAFC So Cal ECNL G2009/10,Long Beach City College - Liberal Arts Campus,Field 1,On Time,1085332
2026-09-13,12:15 PM,Group Play,SLAMMERS FC ECNL G2009/10,,,Utah Royals FC-AZ ECNL G2009/10,Saddleback College,Turf Field,On Time,1085374
2026-09-13,12:30 PM,Group Play,LV Heat Surf ECNL G2009/10,,,LA Breakers FC ECNL G2009/10,Heritage Park Sports Complex,FIeld 1,On Time,1085488
2026-09-19,TBD,Group Play,LAFC So Cal ECNL G2009/10,,,Rebels SC ECNL G2009/10,,,On Time,1085392
2026-09-19,09:00 AM,Group Play,Legends FC (CA) ECNL G2009/10,,,So Cal Blues ECNL G2009/10,Silverlakes Complex,Field 23,On Time,1085398
2026-09-19,10:00 AM,Group Play,Legends FC Del Mar ECNL G2009/10,,,SLAMMERS FC ECNL G2009/10,Canyon Crest Academy,Stadium,On Time,1085404
2026-09-19,10:00 AM,Group Play,Phoenix Rising FC ECNL G2009/10,,,LV Heat Surf ECNL G2009/10,PRFC Youth Soccer Facility,Field 1,On Time,1085410
2026-09-19,10:00 AM,Group Play,Sporting California USA ECNL G2009/10,,,Slammers FC HB Koge ECNL G2009/10,San Bernardino Soccer Complex,Field 1,On Time,1085416
2026-09-19,10:40 AM,Group Play,Eagles SC ECNL G2009/10,,,Pateadores Soccer Club ECNL G2009/10,Pleasant Valley Fields,Field 14,On Time,1085380
2026-09-19,01:00 PM,Group Play,LA Breakers FC ECNL G2009/10,,,Beach Futbol Club (CA) ECNL G2009/10,Bell Gardens Sports Complex,Field 3,On Time,1085386
2026-09-20,01:00 PM,Group Play,Utah Royals FC-AZ ECNL G2009/10,,,LV Heat Surf ECNL G2009/10,Bell Road Sports Complex,Field 15,On Time,1085422
2026-09-26,08:00 AM,Group Play,Phoenix Rising FC ECNL G2009/10,,,Utah Royals FC-AZ ECNL G2009/10,PRFC Youth Soccer Facility,Field 1,On Time,1085440
2026-09-26,10:00 AM,Group Play,SLAMMERS FC ECNL G2009/10,,,Arizona Arsenal ECNL G2009/10,Saddleback College,Turf Field,On Time,1085452
2026-09-26,11:45 AM,Group Play,Sporting California USA ECNL G2009/10,,,San Diego Surf ECNL G2009/10,San Bernardino Soccer Complex,Field 1,On Time,1085458
2026-09-26,01:00 PM,Group Play,LA Breakers FC ECNL G2009/10,,,Pateadores Soccer Club ECNL G2009/10,Bell Gardens Sports Complex,Field 3,On Time,1085428
2026-09-26,01:30 PM,Group Play,Rebels SC ECNL G2009/10,,,Slammers FC HB Koge ECNL G2009/10,Monte Vista High School,Stadium,On Time,1085446
2026-09-27,TBD,Group Play,LV Heat Surf ECNL G2009/10,,,Legends FC (CA) ECNL G2009/10,,,On Time,1085620
2026-09-27,09:00 AM,Group Play,LAFC So Cal ECNL G2009/10,,,Eagles SC ECNL G2009/10,Oak Park High School,Stadium,On Time,1085434
2026-09-27,09:00 AM,Group Play,Beach Futbol Club (CA) ECNL G2009/10,,,Arizona Arsenal ECNL G2009/10,El Camino College,Athletic Field,On Time,1085464
2026-10-03,09:00 AM,Group Play,Beach Futbol Club (CA) ECNL G2009/10,,,Legends FC (CA) ECNL G2009/10,El Camino College,Athletic Field,On Time,1085470
2026-10-03,09:00 AM,Group Play,Utah Royals FC-AZ ECNL G2009/10,,,LAFC So Cal ECNL G2009/10,Bell Road Sports Complex,Field 15,On Time,1085506
2026-10-03,10:30 AM,Group Play,Legends FC Del Mar ECNL G2009/10,,,So Cal Blues ECNL G2009/10,Canyon Crest Academy,Stadium,On Time,1085482
2026-10-03,10:40 AM,Group Play,Eagles SC ECNL G2009/10,,,Sporting California USA ECNL G2009/10,Pleasant Valley Fields,Field 14,On Time,1085476
2026-10-03,01:00 PM,Group Play,Pateadores Soccer Club ECNL G2009/10,,,Rebels SC ECNL G2009/10,Great Park,Field 9,On Time,1085494
2026-10-03,03:15 PM,Group Play,Slammers FC HB Koge ECNL G2009/10,,,San Diego Surf ECNL G2009/10,Saddleback College,Turf Field,On Time,1085500
2026-10-04,08:00 AM,Group Play,Phoenix Rising FC ECNL G2009/10,,,LAFC So Cal ECNL G2009/10,PRFC Youth Soccer Facility,Field 1,On Time,1085512
2026-10-04,10:30 AM,Group Play,LV Heat Surf ECNL G2009/10,,,SLAMMERS FC ECNL G2009/10,Heritage Park Sports Complex,Field 5,On Time,1085662
2026-10-07,TBD,Group Play,Arizona Arsenal ECNL G2009/10,,,Phoenix Rising FC ECNL G2009/10,,,On Time,1085350
2026-10-10,11:00 AM,Group Play,Pateadores Soccer Club ECNL G2009/10,,,San Diego Surf ECNL G2009/10,Orange Coast College,Soccer Field,On Time,1086130
2026-10-17,08:45 AM,Group Play,Rebels SC ECNL G2009/10,,,Arizona Arsenal ECNL G2009/10,Monte Vista High School,Stadium,On Time,1085530
2026-10-17,09:00 AM,Group Play,Legends FC (CA) ECNL G2009/10,,,Sporting California USA ECNL G2009/10,Silverlakes Complex,Field 23,On Time,1085524
2026-10-17,09:00 AM,Group Play,San Diego Surf ECNL G2009/10,,,So Cal Blues ECNL G2009/10,Surf Sports Park,Field 6,On Time,1085536
2026-10-17,11:00 AM,Group Play,Eagles SC ECNL G2009/10,,,Legends FC Del Mar ECNL G2009/10,Pleasant Valley Fields,Field 14,On Time,1085518
2026-10-17,03:15 PM,Group Play,SLAMMERS FC ECNL G2009/10,,,Beach Futbol Club (CA) ECNL G2009/10,Silver Lakes Sports Complex (Norco),Field 22,On Time,1085542
2026-10-17,03:15 PM,Group Play,Slammers FC HB Koge ECNL G2009/10,,,LA Breakers FC ECNL G2009/10,Saddleback College,Turf Field,On Time,1085548
2026-10-18,11:00 AM,Group Play,Legends FC Del Mar ECNL G2009/10,,,Arizona Arsenal ECNL G2009/10,Miramesa High School ,Field 1 - Stadium,On Time,1085554
2026-10-24,TBD,Group Play,Eagles SC ECNL G2009/10,,,San Diego Surf ECNL G2009/10,,,On Time,1085560
2026-10-24,TBD,Group Play,Phoenix Rising FC ECNL G2009/10,,,Legends FC Del Mar ECNL G2009/10,,,On Time,1085584
2026-10-24,09:00 AM,Group Play,Legends FC (CA) ECNL G2009/10,,,Rebels SC ECNL G2009/10,Silverlakes Complex,Field 23,On Time,1085572
2026-10-24,09:00 AM,Group Play,Pateadores Soccer Club ECNL G2009/10,,,LV Heat Surf ECNL G2009/10,Silverlakes Sports Complex,Field 15,On Time,1085578
2026-10-24,10:00 AM,Group Play,Slammers FC HB Koge ECNL G2009/10,,,SLAMMERS FC ECNL G2009/10,Silver Lakes Sports Complex (Norco),Field 22,On Time,1085590
2026-10-24,01:00 PM,Group Play,LA Breakers FC ECNL G2009/10,,,LAFC So Cal ECNL G2009/10,Bell Gardens Sports Complex,Field 3,On Time,1085566
2026-10-25,01:00 PM,Group Play,So Cal Blues ECNL G2009/10,,,LV Heat Surf ECNL G2009/10,OC Great Park,Field 22,On Time,1085596
2026-10-25,01:00 PM,Group Play,Utah Royals FC-AZ ECNL G2009/10,,,Legends FC Del Mar ECNL G2009/10,Bell Road Sports Complex,Field 16,On Time,1085602
2026-10-31,09:00 AM,Group Play,Beach Futbol Club (CA) ECNL G2009/10,,,Legends FC Del Mar ECNL G2009/10,El Camino College,Athletic Field,On Time,1085608
