rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Richmond United ECNL G09,Richmond United,59426,24,21,1,2,65,2.71,84,22,62
2,VDA ECNL G09,Virginia Development Academy,59474,24,19,4,1,58,2.42,65,20,45
3,Loudoun Soccer ECNL G09,Northern Virginia Alliance,54842,24,18,5,1,55,2.29,58,14,44
4,Charlotte SA ECNL G09,Charlotte Soccer Academy,59885,24,15,7,2,47,1.96,66,47,19
5,Arlington Soccer ECNL G09,Arlington Soccer Association,59915,24,14,7,3,45,1.88,48,27,21
6,NC Courage ECNL G09,NC Courage Academy,60108,24,11,6,7,40,1.67,34,20,14
7,Charlotte Independence ECNL G09,Charlotte Independence SC,59088,24,9,12,3,30,1.25,36,48,-12
8,VA Union ECNL G09,Fairfax Virginia Union,60092,24,8,15,1,25,1.04,37,51,-14
9,Beach FC (VA) ECNL G09,No Club Selection,68414,24,7,13,4,25,1.04,34,51,-17
10,Wilmington Hammerheads ECNL G09,Wilmington Hammerheads,59888,24,4,14,6,18,0.75,21,48,-27
11,Fairfax BRAVE SC ECNL G09,Fairfax Virginia Union,11955,24,5,16,3,18,0.75,24,68,-44
12,NCFC Youth ECNL G09,NCFC Youth,59930,24,2,16,6,12,0.5,16,43,-27
13,NC Fusion ECNL G09,NC Fusion,50566,24,1,18,5,8,0.33,19,83,-64
