rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Wilmington Hammerheads ECNL G07,No Club Selection,35272,12,10,1,1,31,2.58,34,10,24
2,NC Courage ECNL G07,NC Courage Academy,44729,12,10,1,1,31,2.58,30,6,24
3,Loudoun Soccer ECNL G07,Northern Virginia Alliance,35287,12,7,2,3,24,2.0,27,8,19
4,VA Union ECNL G07,Fairfax Virginia Union,25892,12,7,4,1,22,1.83,20,11,9
5,Charlotte SA ECNL G07,Charlotte Soccer Academy,44722,12,6,4,2,20,1.67,21,6,15
6,NC Fusion ECNL G07,NC Fusion,35269,12,6,4,2,20,1.67,17,16,1
7,Arlington Soccer ECNL G07,Arlington Soccer Association,59917,12,5,6,1,16,1.33,9,21,-12
8,VDA ECNL G07,Virginia Development Academy,35271,12,3,4,5,14,1.17,14,20,-6
9,Charlotte Independence ECNL G07,Charlotte Independence SC,35286,12,2,5,5,11,0.92,8,16,-8
10,Richmond United ECNL G07,Richmond United,22314,12,2,6,4,10,0.83,13,22,-9
11,NCFC Youth ECNL G07,NCFC Youth,35268,12,1,7,4,7,0.58,7,25,-18
12,Fairfax BRAVE SC ECNL G07,Fairfax Virginia Union,11957,12,0,7,5,5,0.42,7,34,-27
13,Beach FC (VA) ECNL G07,Beach FC,67842,12,0,8,4,4,0.33,4,16,-12
