rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Albion Hurricanes FC ECNL G2011/12,Albion Hurricanes FC,81918,2,2,0,0,6,3.0,6,1,5
2,Challenge SC ECNL G2011/12,Challenge SC,129341,2,2,0,0,6,3.0,6,1,5
3,Lonestar ATX Red ECNL G2011/12,Lonestar ATX,132702,1,1,0,0,3,3.0,2,1,1
4,Real Colorado National ECNL G2011/12,Real Colorado,95108,2,1,0,1,4,2.0,4,2,2
5,FC Westlake ECNL G2011/12,FC Westlake ,131273,2,1,0,1,4,2.0,4,3,1
6,Colorado Storm ECNL G2011/12,Colorado Storm,71847,3,1,2,0,3,1.0,5,4,1
7,Dallas Texans ECNL G2011/12,Dallas Texans,134488,0,0,0,0,0,0.0,0,0,0
8,DKSC ECNL G2011/12,DKSC,81105,0,0,0,0,0,0.0,0,0,0
9,FC Dallas Youth ECNL G2011/12,FC Dallas Youth,94652,0,0,0,0,0,0.0,0,0,0
10,OK Energy FC ECNL G2011/12,Oklahoma Energy FC,94440,0,0,0,0,0,0.0,0,0,0
11,SOLAR SC ECNL G2011/12,Solar SC,59566,0,0,0,0,0,0.0,0,0,0
12,Sting Black ECNL G2011/12,Sting Soccer Club,116000,0,0,0,0,0,0.0,0,0,0
13,Sting Royal ECNL G2011/12,Sting Soccer Club,59609,0,0,0,0,0,0.0,0,0,0
14,West Side Alliance ECNL G2011/12,West Side Alliance SC,111175,0,0,0,0,0,0.0,0,0,0
15,Colorado Rush ECNL G2011/12,Colorado Rush,95047,3,0,3,0,0,0.0,0,7,-7
16,Real Colorado Athletico ECNL G2011/12,Real Colorado,95110,3,0,3,0,0,0.0,2,10,-8
