rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL GU18/U19,Internationals SC,7624,16,11,2,3,36,2.25,50,14,36
2,WNY Flash Academy ECNL GU18/U19,WNY Flash Academy,7612,16,8,6,2,26,1.63,43,24,19
3,Ohio Premier ECNL GU18/U19,Ohio Premier,11601,16,7,6,3,24,1.5,37,18,19
4,Kings Hammer SC ECNL GU18/U19, Kings Hammer Columbus,47023,16,7,7,2,23,1.44,34,34,0
5,Pittsburgh Riverhounds ECNL GU18/U19,Pittsburgh Riverhounds,10890,16,6,6,4,22,1.38,30,30,0
6,Cleveland Force SC ECNL GU18/U19,Cleveland Force SC,46993,16,0,15,1,1,0.06,8,93,-85
