rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Elite Soccer Academy ECNL GU18/U19,Ohio Elite Soccer Academy,11602,16,9,3,4,31,1.94,42,18,24
2,Indiana Fire ECNL GU18/U19,Indy Eleven Academy,7496,16,9,4,3,30,1.88,33,17,16
3,Tennessee Soccer Club ECNL GU18/U19,Tennessee SC,10849,16,8,3,5,29,1.81,22,10,12
4,FC Pride Elite ECNL GU18/U19,No Club Selection,10871,16,8,5,3,27,1.69,31,30,1
5,FC Alliance ECNL GU18/U19,FC Alliance TN,11603,16,3,10,3,12,0.75,17,35,-18
6,Racing Louisville Academy ECNL GU18/U19,Racing Louisville Academy,45897,16,2,11,3,9,0.56,19,43,-24
