rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Elite Soccer Academy ECNL GU16,Ohio Elite Soccer Academy,20365,16,7,3,6,27,1.69,27,22,5
2,FC Alliance ECNL GU16,FC Alliance TN,20358,16,7,4,5,26,1.63,21,13,8
3,Indiana Fire ECNL GU16,Indy Eleven Academy,20361,16,6,4,6,24,1.5,16,18,-2
4,Racing Louisville Academy ECNL GU16,Racing Louisville Academy,45895,16,6,9,1,19,1.19,14,19,-5
5,FC Pride Elite ECNL GU16,No Club Selection,19737,16,4,5,7,19,1.19,17,22,-5
6,Tennessee Soccer Club ECNL GU16,Tennessee SC,20371,16,3,11,2,11,0.69,15,30,-15
