rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Indiana Fire ECNL GU15,Indy Eleven Academy,23407,16,13,1,2,41,2.56,47,5,42
2,Tennessee Soccer Club ECNL GU15,Tennessee SC,35277,16,11,4,1,34,2.13,44,16,28
3,FC Pride Elite ECNL GU15,No Club Selection,35239,16,4,9,3,15,0.94,9,24,-15
4,Racing Louisville Academy ECNL GU15,Racing Louisville Academy,45894,16,4,10,2,14,0.88,15,35,-20
5,Ohio Elite Soccer Academy ECNL GU15,Ohio Elite Soccer Academy,35241,16,2,9,5,11,0.69,11,45,-34
6,FC Alliance ECNL GU15,FC Alliance TN,35238,16,2,12,2,8,0.5,7,41,-34
