rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Tennessee Soccer Club ECNL GU14,Tennessee SC,46804,16,12,1,3,39,2.44,47,17,30
2,Indiana Fire ECNL GU14,Indy Eleven Academy,46796,16,10,5,1,31,1.94,40,21,19
3,Racing Louisville Academy ECNL GU14,Racing Louisville Academy,45893,16,7,5,4,25,1.56,21,14,7
4,FC Alliance ECNL GU14,FC Alliance TN,46371,16,7,6,3,24,1.5,17,19,-2
5,FC Pride Elite ECNL GU14,No Club Selection,46794,16,5,8,3,18,1.13,17,30,-13
6,Ohio Elite Soccer Academy ECNL GU14,Ohio Elite Soccer Academy,46798,16,2,13,1,7,0.44,16,51,-35
