rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL GU16,Internationals SC,20363,16,13,2,1,40,2.5,58,12,46
2,Ohio Premier ECNL GU16,Ohio Premier,20367,16,9,1,6,33,2.06,33,17,16
3,WNY Flash Academy ECNL GU16,WNY Flash Academy,20373,16,8,5,3,27,1.69,22,12,10
4,Cleveland Force SC ECNL GU16,Cleveland Force SC,46990,16,6,6,4,22,1.38,15,16,-1
5,Kings Hammer SC ECNL GU16, Kings Hammer Columbus,47019,16,5,8,3,18,1.13,26,40,-14
6,Pittsburgh Riverhounds ECNL GU16,Pittsburgh Riverhounds,20369,16,0,16,0,0,0.0,8,51,-43
