rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Tennessee Soccer Club ECNL GU17,Tennessee SC,11643,16,10,1,5,35,2.19,36,16,20
2,Ohio Elite Soccer Academy ECNL GU17,Ohio Elite Soccer Academy,7589,16,8,6,2,26,1.63,40,23,17
3,FC Alliance ECNL GU17,FC Alliance TN,12536,16,8,6,2,26,1.63,35,31,4
4,FC Pride Elite ECNL GU17,No Club Selection,11110,16,5,9,2,17,1.06,14,35,-21
5,Racing Louisville Academy ECNL GU17,Racing Louisville Academy,45896,16,4,11,1,13,0.81,20,34,-14
6,Indiana Fire ECNL GU17,Indy Eleven Academy,20362,16,1,13,2,5,0.31,10,48,-38
