rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SUSA FC ECNL G09,SUSA FC,46963,14,11,0,3,36,2.57,56,5,51
2,FSA FC ECNL G09,FSA FC,46953,14,8,4,2,26,1.86,38,23,15
3,FC Stars Blue ECNL G09,FC Stars,36636,14,7,3,4,25,1.79,39,24,15
4,World Class FC  ECNL G09,World Class FC,46959,14,7,4,3,24,1.71,28,21,7
5,Connecticut FC ECNL G09,Connecticut FC,47024,14,7,4,3,24,1.71,37,33,4
6,Scorpions Soccer ECNL G09,Scorpions SC,36639,14,4,8,2,14,1.0,28,33,-5
7,East Meadow SC ECNL G09,East Meadow Soccer Club,46957,14,1,11,2,5,0.36,6,41,-35
8,FC Stars White ECNL G09,FC Stars,36635,14,0,11,3,3,0.21,6,58,-52
