rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Beach FC ECNL G07/06,Beach Futbol Club,46284,16,15,0,1,46,2.88,55,9,46,G2007/2006,ECNL
2,Legends FC ECNL G07/06,Legends FC (CA),28540,16,13,0,3,42,2.63,67,10,57,G2007/2006,ECNL
3,Slammers FC HB Koge ECNL G07/06,Slammers FC HB Koge,8995,16,11,3,2,35,2.19,62,19,43,G2007/2006,ECNL
4,LA Breakers FC ECNL G07/06,No Club Selection,34925,16,10,2,4,34,2.13,55,30,25,G2007/2006,ECNL
5,Rebels SC ECNL G07/06,Rebels Soccer Club,9867,16,9,3,4,31,1.94,53,22,31,G2007/2006,ECNL
6,SLAMMERS FC ECNL G07/06,Slammers FC,18022,16,9,4,3,30,1.88,37,21,16,G2007/2006,ECNL
7,Utah Royals FC-AZ ECNL G07/06,Utah Royals FC - AZ,56527,16,8,5,3,27,1.69,41,25,16,G2007/2006,ECNL
8,LAFC So Cal ECNL G07/06,LAFC So Cal,45888,16,7,6,3,24,1.5,32,33,-1,G2007/2006,ECNL
9,Phoenix Rising ECNL G07/06,Phoenix Rising FC,35183,16,7,8,1,22,1.38,24,28,-4,G2007/2006,ECNL
10,San Diego Surf ECNL G07/06,San Diego Surf Soccer Club,45876,16,6,7,3,21,1.31,34,23,11,G2007/2006,ECNL
11, LV Heat Surf ECNL G07/06,LV Heat Surf SC ,35182,16,4,9,3,15,0.94,28,49,-21,G2007/2006,ECNL
12,Arizona Arsenal ECNL G07/06,Arizona Arsenal Soccer Club,33451,16,4,9,3,15,0.94,16,36,-20,G2007/2006,ECNL
13,Legends FC San Diego ECNL G07/06,Legends FC - Del Mar,35180,16,3,10,3,12,0.75,15,42,-27,G2007/2006,ECNL
14,Pateadores ECNL G07/06,Pateadores Soccer Club,89862,16,4,12,0,12,0.75,14,55,-41,G2007/2006,ECNL
15,So Cal Blues ECNL G07/06,So Cal Blues,35189,16,3,11,2,11,0.69,17,40,-23,G2007/2006,ECNL
16,Eagles SC ECNL G07/06,No Club Selection,1153,16,2,10,4,10,0.63,16,49,-33,G2007/2006,ECNL
17,Sporting California USA ECNL G07/06,Sporting California USA,21540,16,0,16,0,0,0.0,5,80,-75,G2007/2006,ECNL
1,Slammers FC HB Koge ECNL G08,Slammers FC HB Koge,29720,16,15,0,1,46,2.88,63,8,55,G2008,ECNL
2,San Diego Surf ECNL G08,San Diego Surf Soccer Club,45875,16,13,2,1,40,2.5,46,15,31,G2008,ECNL
3,Beach FC ECNL G08,Beach Futbol Club,60045,16,10,3,3,33,2.06,44,26,18,G2008,ECNL
4,Legends FC ECNL G08,Legends FC (CA),8362,16,10,4,2,32,2.0,34,15,19,G2008,ECNL
5,SLAMMERS FC ECNL G08,Slammers FC,9288,16,9,3,4,31,1.94,33,13,20,G2008,ECNL
6,Eagles SC ECNL G08,Eagles SC,6122,16,10,5,1,31,1.94,27,20,7,G2008,ECNL
7,Rebels SC ECNL G08,Rebels Soccer Club,19029,16,7,3,6,27,1.69,34,21,13,G2008,ECNL
8,So Cal Blues ECNL G08,So Cal Blues,29588,16,8,6,2,26,1.63,35,23,12,G2008,ECNL
9,Utah Royals FC-AZ ECNL G08,Utah Royals FC - AZ,56526,16,8,7,1,25,1.56,21,22,-1,G2008,ECNL
10,Phoenix Rising ECNL G08,Phoenix Rising FC,45886,16,5,8,3,18,1.13,19,32,-13,G2008,ECNL
11,LAFC So Cal ECNL G08,LAFC So Cal,45887,16,3,8,5,14,0.88,19,35,-16,G2008,ECNL
12,Pateadores ECNL G08,Pateadores Soccer Club,68894,16,3,8,5,14,0.88,14,30,-16,G2008,ECNL
13,LA Breakers FC ECNL G08,No Club Selection,29129,16,3,9,4,13,0.81,23,37,-14,G2008,ECNL
14,Legends FC San Diego ECNL G08,Legends FC - Del Mar,46835,16,3,9,4,13,0.81,18,35,-17,G2008,ECNL
15, LV Heat Surf ECNL G08,LV Heat Surf SC ,46745,16,3,11,2,11,0.69,12,27,-15,G2008,ECNL
16,Sporting California USA ECNL G08,Sporting California USA,28062,16,2,13,1,7,0.44,13,54,-41,G2008,ECNL
17,Arizona Arsenal ECNL G08,Arizona Arsenal Soccer Club,45882,16,1,14,1,4,0.25,8,50,-42,G2008,ECNL
1,San Diego Surf ECNL G09,San Diego Surf Soccer Club,61178,16,13,3,0,39,2.44,37,15,22,G2009,ECNL
2,Arizona Arsenal ECNL G09,Arizona Arsenal Soccer Club,58586,16,11,1,4,37,2.31,43,15,28,G2009,ECNL
3,Legends FC ECNL G09,Legends FC (CA),10361,16,10,4,2,32,2.0,44,20,24,G2009,ECNL
4,Legends FC San Diego ECNL G09,Legends FC - Del Mar,53810,16,8,2,6,30,1.88,38,17,21,G2009,ECNL
5,Slammers FC HB Koge ECNL G09,Slammers FC HB Koge,54921,16,9,4,3,30,1.88,33,15,18,G2009,ECNL
6,Utah Royals FC-AZ ECNL G09,Utah Royals FC - AZ,56530,16,9,4,3,30,1.88,31,15,16,G2009,ECNL
7,Eagles SC ECNL G09,Eagles SC,5544,16,9,6,1,28,1.75,34,28,6,G2009,ECNL
8,Beach FC ECNL G09,Beach Futbol Club,60046,16,7,6,3,24,1.5,36,25,11,G2009,ECNL
9,SLAMMERS FC ECNL G09,Slammers FC,42498,16,7,6,3,24,1.5,27,26,1,G2009,ECNL
10,LAFC So Cal ECNL G09,LAFC So Cal,59866,16,7,7,2,23,1.44,20,24,-4,G2009,ECNL
11, LV Heat Surf ECNL G09,LV Heat Surf SC ,50614,16,7,7,2,23,1.44,30,26,4,G2009,ECNL
12,Pateadores ECNL G09,Pateadores Soccer Club,68893,16,6,7,3,21,1.31,29,23,6,G2009,ECNL
13,Phoenix Rising ECNL G09,Phoenix Rising FC,59771,16,5,8,3,18,1.13,22,29,-7,G2009,ECNL
14,LA Breakers FC ECNL G09,LA Breakers FC,55512,16,4,10,2,14,0.88,17,32,-15,G2009,ECNL
15,So Cal Blues ECNL G09,So Cal Blues,60035,16,2,12,2,8,0.5,6,35,-29,G2009,ECNL
16,Rebels SC ECNL G09,Rebels Soccer Club,26385,16,0,12,4,4,0.25,11,63,-52,G2009,ECNL
17,Sporting California USA ECNL G09,Sporting California USA,59459,16,0,15,1,1,0.06,5,55,-50,G2009,ECNL
1,Slammers FC HB Koge ECNL G10,Slammers FC HB Koge,64905,16,14,0,2,44,2.75,51,8,43,G2010,ECNL
2,San Diego Surf ECNL G10,San Diego Surf Soccer Club,62104,16,14,1,1,43,2.69,64,10,54,G2010,ECNL
3,Legends FC ECNL G10,Legends FC (CA),65115,16,11,3,2,35,2.19,42,12,30,G2010,ECNL
4,Beach FC ECNL G10,Beach Futbol Club,18443,16,8,4,4,28,1.75,32,17,15,G2010,ECNL
5,LA Breakers FC ECNL G10,LA Breakers FC,68845,16,8,6,2,26,1.63,30,24,6,G2010,ECNL
6,So Cal Blues ECNL G10,So Cal Blues,69520,16,6,3,7,25,1.56,19,20,-1,G2010,ECNL
7,SLAMMERS FC ECNL G10,Slammers FC,64956,16,8,7,1,25,1.56,34,29,5,G2010,ECNL
8,Pateadores ECNL G10,Pateadores Soccer Club,68892,16,7,6,3,24,1.5,27,26,1,G2010,ECNL
9,Eagles SC ECNL G10,Eagles SC,62045,16,7,6,3,24,1.5,22,22,0,G2010,ECNL
10,LAFC So Cal ECNL G10,LAFC So Cal,65560,16,7,8,1,22,1.38,19,23,-4,G2010,ECNL
11, LV Heat Surf ECNL G10,LV Heat Surf SC ,42984,16,6,6,4,22,1.38,28,27,1,G2010,ECNL
12,Rebels SC ECNL G10,Rebels Soccer Club,21001,16,5,8,3,18,1.13,22,29,-7,G2010,ECNL
13,Phoenix Rising ECNL G10,Phoenix Rising FC,68888,16,3,6,7,16,1.0,16,27,-11,G2010,ECNL
14,Legends FC San Diego ECNL G10,Legends FC - Del Mar,64321,16,2,7,7,13,0.81,14,34,-20,G2010,ECNL
15,Utah Royals FC-AZ ECNL G10,Utah Royals FC - AZ,62330,16,2,14,0,6,0.38,7,50,-43,G2010,ECNL
16,Sporting California USA ECNL G10,Sporting California USA,69733,16,1,12,3,6,0.38,16,45,-29,G2010,ECNL
17,Arizona Arsenal ECNL G10,Arizona Arsenal Soccer Club,65042,16,0,12,4,4,0.25,10,50,-40,G2010,ECNL
1,So Cal Blues ECNL G11,So Cal Blues,82132,16,15,0,1,46,2.88,76,4,72,G2011,ECNL
2,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,16,14,1,1,43,2.69,51,3,48,G2011,ECNL
3,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,16,12,2,2,38,2.38,74,24,50,G2011,ECNL
4,Beach FC ECNL G11,Beach Futbol Club,77421,16,11,4,1,34,2.13,38,23,15,G2011,ECNL
5,Eagles SC ECNL G11,Eagles SC,25917,16,9,4,3,30,1.88,33,17,16,G2011,ECNL
6,Phoenix Rising ECNL G11,Phoenix Rising FC,62249,16,9,6,1,28,1.75,31,24,7,G2011,ECNL
7,SLAMMERS FC ECNL G11,Slammers FC,61426,16,7,6,3,24,1.5,23,24,-1,G2011,ECNL
8,Legends FC ECNL G11,Legends FC (CA),24716,16,7,7,2,23,1.44,22,27,-5,G2011,ECNL
9,LAFC So Cal ECNL G11,LAFC So Cal,82136,16,5,6,5,20,1.25,17,24,-7,G2011,ECNL
10, LV Heat Surf ECNL G11,LV Heat Surf SC ,48247,16,6,9,1,19,1.19,27,45,-18,G2011,ECNL
11,Utah Royals FC-AZ ECNL G11,Utah Royals FC - AZ,77350,16,5,8,3,18,1.13,14,27,-13,G2011,ECNL
12,Sporting California USA ECNL G11,Sporting California USA,79198,16,4,8,4,16,1.0,17,39,-22,G2011,ECNL
13,Pateadores ECNL G11,Pateadores Soccer Club,75387,16,4,9,3,15,0.94,21,30,-9,G2011,ECNL
14,Legends FC San Diego ECNL G11,Legends FC - Del Mar,79944,16,3,9,4,13,0.81,12,49,-37,G2011,ECNL
15,Arizona Arsenal ECNL G11,Arizona Arsenal Soccer Club,77284,16,1,9,6,9,0.56,13,41,-28,G2011,ECNL
16,LA Breakers FC ECNL G11,LA Breakers FC,82166,16,2,12,2,8,0.5,8,36,-28,G2011,ECNL
17,Rebels SC ECNL G11,Rebels Soccer Club,81798,16,0,14,2,2,0.13,9,49,-40,G2011,ECNL
1,Slammers FC HB Koge ECNL G12,Slammers FC HB Koge,85791,16,14,0,2,44,2.75,62,4,58,G2012,ECNL
2,San Diego Surf ECNL G12,San Diego Surf Soccer Club,84689,16,12,0,4,40,2.5,68,7,61,G2012,ECNL
3,So Cal Blues ECNL G12,So Cal Blues,84702,16,11,1,4,37,2.31,49,8,41,G2012,ECNL
4,SLAMMERS FC ECNL G12,Slammers FC,89212,16,9,5,2,29,1.81,28,12,16,G2012,ECNL
5,Beach FC ECNL G12,Beach Futbol Club,94657,16,8,5,3,27,1.69,28,20,8,G2012,ECNL
6,Utah Royals FC-AZ ECNL G12,Utah Royals FC - AZ,85099,16,7,3,6,27,1.69,18,14,4,G2012,ECNL
7,Rebels SC ECNL G12,Rebels Soccer Club,94955,16,7,5,4,25,1.56,18,15,3,G2012,ECNL
8,Legends FC San Diego ECNL G12,Legends FC - Del Mar,90127,16,7,5,4,25,1.56,26,22,4,G2012,ECNL
9,Pateadores ECNL G12,Pateadores Soccer Club,53888,16,7,7,2,23,1.44,18,35,-17,G2012,ECNL
10, LV Heat Surf ECNL G12,LV Heat Surf SC ,84197,16,5,8,3,18,1.13,17,34,-17,G2012,ECNL
