rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL G09,Michigan Hawks,50646,15,12,1,2,38,2.53,33,9,24
2,Minnesota Thunder ECNL G09,Minnesota Thunder Academy,52518,15,11,2,2,35,2.33,42,10,32
3,Gretna Elite Academy ECNL G09,Gretna Elite Academy,55220,15,10,2,3,33,2.2,34,17,17
4,Eclipse Select SC ECNL G09,Eclipse Select Soccer Club,59906,15,10,3,2,32,2.13,27,13,14
5,Kansas City Athletics ECNL G09,KC Athletics,33175,15,10,5,0,30,2.0,38,14,24
6,Nationals Soccer Club Nationals ECNL G09,Nationals,94331,15,9,3,3,30,2.0,33,20,13
7,SLSG Navy ECNL G09,St. Louis Scott Gallagher,54343,15,8,5,2,26,1.73,40,11,29
8,Rockford Raptors ECNL G09,Rockford Raptors FC,60409,15,6,4,5,23,1.53,18,18,0
9,Chicago Inter Soccer ECNL G09,Chicago Inter,69850,15,5,7,3,18,1.2,19,27,-8
10,SLSG Green ECNL G09,St. Louis Scott Gallagher,53259,14,4,6,4,16,1.14,19,22,-3
11,Missouri Rush ECNL G09,Missouri Rush,114377,15,5,9,1,16,1.07,17,26,-9
12,Michigan Hawks Magic ECNL G09,Michigan Hawks,54823,15,4,8,3,15,1.0,9,28,-19
13,Sporting Iowa ECNL G09,Sporting Iowa Central,59750,15,2,9,4,10,0.67,6,33,-27
14,Liverpool FC IA Michigan ECNL G09,Liverpool FC-IA Michigan,58647,15,2,10,3,9,0.6,10,37,-27
15,Sporting Blue Valley ECNL G09,Sporting Blue Valley,60884,14,1,11,2,5,0.36,7,29,-22
16,FC Wisconsin ECNL G09,FC Wisconsin Girls,53835,15,0,14,1,1,0.07,4,42,-38
