rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL G11,Michigan Hawks,54493,15,13,1,1,40,2.67,53,7,46
2,Nationals Soccer Club Nationals ECNL G11,Nationals,94348,15,11,2,2,35,2.33,43,14,29
3,Kansas City Athletics ECNL G11,KC Athletics,79772,15,11,3,1,34,2.27,43,10,33
4,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,15,11,4,0,33,2.2,38,18,20
5,Chicago Inter Soccer ECNL G11,Chicago Inter,79680,15,10,2,3,33,2.2,37,18,19
6,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,15,9,3,3,30,2.0,21,14,7
7,Minnesota Thunder ECNL G11 ,Minnesota Thunder Academy,71852,15,9,3,3,30,2.0,39,12,27
8,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,14,5,5,4,19,1.36,29,19,10
9,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,15,4,7,4,16,1.07,27,24,3
10,Sporting Iowa ECNL G11,Sporting Iowa Central,79780,15,3,5,7,16,1.07,25,48,-23
11,Michigan Hawks Magic ECNL G11,Michigan Hawks,79687,15,2,8,5,11,0.73,15,44,-29
12,Rockford Raptors ECNL G11,Rockford Raptors FC,68287,15,3,11,1,10,0.67,16,38,-22
13,SLSG Green ECNL G11,St. Louis Scott Gallagher,79621,14,2,9,3,9,0.64,12,32,-20
14,Gretna Elite Academy ECNL G11,Gretna Elite Academy,60713,15,2,11,2,8,0.53,8,37,-29
15,Missouri Rush ECNL G11,Missouri Rush,114379,15,2,11,2,8,0.53,12,39,-27
16,FC Wisconsin ECNL G11,FC Wisconsin Girls,71855,15,0,12,3,3,0.2,1,45,-44
