rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL G12,Michigan Hawks,64467,15,15,0,0,45,3.0,43,4,39
2,Kansas City Athletics ECNL G12,KC Athletics,95580,15,12,2,1,37,2.47,37,8,29
3,SLSG Navy ECNL G12,St. Louis Scott Gallagher,94017,15,12,2,1,37,2.47,41,16,25
4,Chicago Inter Soccer ECNL G12,Chicago Inter,77722,15,8,4,3,27,1.8,29,17,12
5,Liverpool FC IA Michigan ECNL G12,Liverpool FC-IA Michigan,94483,15,8,5,2,26,1.73,20,13,7
6,Minnesota Thunder ECNL G12,Minnesota Thunder Academy,71856,15,8,5,2,26,1.73,24,20,4
7,Eclipse Select SC ECNL G12,Eclipse Select Soccer Club,84211,15,5,3,7,22,1.47,25,20,5
8,SLSG Green ECNL G12,St. Louis Scott Gallagher,94015,15,7,7,1,22,1.47,19,20,-1
9,Nationals Soccer Club ECNL G12,Nationals,94349,15,6,8,1,19,1.27,23,33,-10
10,Sporting Blue Valley ECNL G12,Sporting Blue Valley,94797,15,5,7,3,18,1.2,17,18,-1
11,Rockford Raptors ECNL G12,Rockford Raptors FC,95073,15,4,7,4,16,1.07,16,21,-5
12,Missouri Rush ECNL G12,Missouri Rush,114380,15,4,8,3,15,1.0,20,24,-4
13,Gretna Elite Academy ECNL G12,Gretna Elite Academy,94420,15,3,10,2,11,0.73,15,34,-19
14,FC Wisconsin ECNL G12,FC Wisconsin Girls,79684,15,3,10,2,11,0.73,12,31,-19
15,Michigan Hawks Magic ECNL G12,Michigan Hawks,79690,15,3,12,0,9,0.6,6,38,-32
16,Sporting Iowa ECNL G12,Sporting Iowa Central,95236,15,0,13,2,2,0.13,6,36,-30
