rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
10,VDA ECNL G2011/12,Virginia Development Academy,94863,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
11,Wilmington Hammerheads ECNL G2011/12,Wilmington Hammerheads,134659,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
1,Arlington Soccer Association ECNL G2010/11,Arlington Soccer Association,134237,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
2,Beach FC (VA) ECNL G2010/11,Beach FC,135520,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
3,Charlotte SA ECNL G2010/11,Charlotte Soccer Academy,131437,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
4,Fairfax Virginia Union ECNL G2010/11,Fairfax Virginia Union,135361,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
5,NC Fusion ECNL G2010/11,NC Fusion,69224,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
6,NCFC Youth ECNL G2010/11,NCFC Youth,80895,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
7,NCFC Youth NC Courage ECNL G2010/11,NCFC Youth,130286,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
8,Richmond United ECNL G2010/11,Richmond United,133821,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
9,South Carolina Surf ECNL G2010/11,South Carolina Surf SC,129047,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
10,VDA ECNL G2010/11,Virginia Development Academy,81266,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
11,Wilmington Hammerheads ECNL G2010/11,Wilmington Hammerheads,134660,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
1,Arlington Soccer Association ECNL G2009/10,Arlington Soccer Association,134236,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
2,Beach FC (VA) ECNL G2009/10,Beach FC,135521,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
3,Charlotte SA ECNL G2009/10,Charlotte Soccer Academy,131441,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
4,Fairfax Virginia Union ECNL G2009/10,Fairfax Virginia Union,135360,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
5,NC Fusion ECNL G2009/10,NC Fusion,50566,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
6,NCFC Youth ECNL G2009/10,NCFC Youth,69196,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
7,NCFC Youth NC Courage ECNL G2009/10,NCFC Youth,130285,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
8,Richmond United ECNL G2009/10,Richmond United,133820,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
9,South Carolina Surf ECNL G2009/10,South Carolina Surf SC,129046,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
10,VDA ECNL G2009/10,Virginia Development Academy,19656,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
11,Wilmington Hammerheads ECNL G2009/10,Wilmington Hammerheads,134661,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
1,Arlington Soccer Association ECNL G2008/09,Arlington Soccer Association,134235,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
2,Beach FC (VA) ECNL G2008/09,Beach FC,135522,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
3,Charlotte SA ECNL G2008/09,Charlotte Soccer Academy,131443,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
4,Fairfax Virginia Union ECNL G2008/09,Fairfax Virginia Union,135359,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
5,NC Fusion ECNL G2008/09,NC Fusion,13888,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
6,NCFC Youth ECNL G2008/09,NCFC Youth,59930,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
7,NCFC Youth NC Courage ECNL G2008/09,NCFC Youth,130284,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
8,Richmond United ECNL G2008/09,Richmond United,133819,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
9,South Carolina Surf ECNL G2008/09,South Carolina Surf SC,129045,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
10,VDA ECNL G2008/09,Virginia Development Academy,59474,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
11,Wilmington Hammerheads ECNL G2008/09,Wilmington Hammerheads,134662,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
