rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Arlington Soccer Association ECNL G2012/13,Arlington Soccer Association,134239,0,0,0,0,0,0.0,0,0,0
2,Beach FC (VA) ECNL G2012/13,Beach FC,135517,0,0,0,0,0,0.0,0,0,0
3,Charlotte SA ECNL G2012/13,Charlotte Soccer Academy,131431,0,0,0,0,0,0.0,0,0,0
4,Fairfax Virginia Union ECNL G2012/13,Fairfax Virginia Union,135363,0,0,0,0,0,0.0,0,0,0
5,NC Fusion ECNL G2012/13,NC Fusion,95059,0,0,0,0,0,0.0,0,0,0
6,NCFC Youth ECNL G2012/13,NCFC Youth,98907,0,0,0,0,0,0.0,0,0,0
7,NCFC Youth NC Courage ECNL G2012/13,NCFC Youth,130288,0,0,0,0,0,0.0,0,0,0
8,Richmond United ECNL G2012/13,Richmond United,133823,0,0,0,0,0,0.0,0,0,0
9,South Carolina Surf ECNL G2012/13,South Carolina Surf SC,129049,0,0,0,0,0,0.0,0,0,0
10,VDA ECNL G2012/13,Virginia Development Academy,113303,0,0,0,0,0,0.0,0,0,0
11,Wilmington Hammerheads ECNL G2012/13,Wilmington Hammerheads,134658,0,0,0,0,0,0.0,0,0,0
