rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G05/04,Internationals SC,12534,16,15,0,1,46,2.88,56,17,39
2,Ohio Premier ECNL G05/04,Ohio Premier,12300,16,8,4,4,28,1.75,36,25,11
3,Pittsburgh Riverhounds ECNL G05/04,Pittsburgh Riverhounds,12533,16,6,7,3,21,1.31,32,29,3
4,Kings Hammer SC ECNL G05/04, Kings Hammer Columbus,47020,16,4,7,5,17,1.06,40,45,-5
5,WNY Flash ECNL G05/04,WNY Flash Academy,12532,15,4,8,3,15,1.0,27,28,-1
6,Cleveland Force SC ECNL G05/04,Cleveland Force SC,46992,16,4,10,2,14,0.88,24,42,-18
