rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G07,Internationals SC,35240,16,13,2,1,40,2.5,69,18,51
2,Ohio Premier ECNL G07,Ohio Premier,33377,16,13,2,1,40,2.5,39,13,26
3,Pittsburgh Riverhounds ECNL G07,No Club Selection,35276,16,7,6,3,24,1.5,22,23,-1
4,Cleveland Force SC ECNL G07,Cleveland Force SC,46989,16,6,6,4,22,1.38,25,22,3
5,WNY Flash ECNL G07,WNY Flash Academy,35279,16,6,9,1,19,1.19,23,26,-3
6,Kings Hammer SC ECNL G07, Kings Hammer Columbus,47018,16,0,15,1,1,0.06,3,65,-62
