rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G09,Internationals SC,47003,16,15,1,0,45,2.81,57,8,49
2,Ohio Premier ECNL G09,Ohio Premier,60137,16,7,4,5,26,1.63,23,20,3
3,Cleveland Force SC ECNL G09,Cleveland Force SC,46987,16,6,7,3,21,1.31,30,34,-4
4,Kings Hammer SC ECNL G09, Kings Hammer Columbus,47016,16,5,8,3,18,1.13,32,39,-7
5,Pittsburgh Riverhounds ECNL G09,Pittsburgh Riverhounds,4298,16,4,11,1,13,0.81,24,41,-17
6,WNY Flash ECNL G09,WNY Flash Academy,47038,15,3,9,3,12,0.8,17,34,-17
