rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,FC Stars Blue ECNL G07/06,FC Stars,19883,8,8,0,0,24,3.0,46,6,40,G2007/2006,ECNL
2,Connecticut FC ECNL G07/06,Connecticut FC,24089,8,5,1,2,17,2.13,25,12,13,G2007/2006,ECNL
3,SUSA FC ECNL G07/06,SUSA FC,33738,8,5,2,1,16,2.0,9,6,3,G2007/2006,ECNL
4,Scorpions SC ECNL G07/06,No Club Selection,35282,8,5,3,0,15,1.88,14,8,6,G2007/2006,ECNL
5,World Class FC ECNL G07/06,World Class FC,35284,8,4,4,0,12,1.5,19,17,2,G2007/2006,ECNL
6,South Shore Select ECNL G07/06,Select,95009,8,3,5,0,9,1.13,10,22,-12,G2007/2006,ECNL
7,FC Stars White ECNL G07/06,FC Stars,20345,8,2,5,1,7,0.88,7,16,-9,G2007/2006,ECNL
8,East Meadow SC ECNL G07/06,East Meadow Soccer Club,35274,8,1,6,1,4,0.5,5,30,-25,G2007/2006,ECNL
9,FSA FC ECNL G07/06,FSA FC,14745,8,0,7,1,1,0.13,9,27,-18,G2007/2006,ECNL
1,World Class FC ECNL G08,World Class FC,36640,8,8,0,0,24,3.0,20,8,12,G2008,ECNL
2,FC Stars Blue ECNL G08,FC Stars,35278,8,6,2,0,18,2.25,25,6,19,G2008,ECNL
3,SUSA FC ECNL G08,SUSA FC,14509,8,5,2,1,16,2.0,17,7,10,G2008,ECNL
4,Scorpions SC ECNL G08,Scorpions SC,46961,8,4,3,1,13,1.63,10,10,0,G2008,ECNL
5,South Shore Select ECNL G08,Select,95008,8,3,3,2,11,1.38,13,15,-2,G2008,ECNL
6,FSA FC ECNL G08,FSA FC,25539,8,2,4,2,8,1.0,10,22,-12,G2008,ECNL
7,Connecticut FC ECNL G08,Connecticut FC,46829,8,1,5,2,5,0.63,12,18,-6,G2008,ECNL
8,East Meadow SC ECNL G08,East Meadow Soccer Club,36634,8,1,6,1,4,0.5,8,16,-8,G2008,ECNL
9,FC Stars White ECNL G08,FC Stars,21552,8,1,6,1,4,0.5,6,19,-13,G2008,ECNL
1,FC Stars Blue ECNL G09,FC Stars,36636,8,7,0,1,22,2.75,20,7,13,G2009,ECNL
2,World Class FC ECNL G09,World Class FC,46959,8,7,1,0,21,2.63,20,6,14,G2009,ECNL
3,SUSA FC ECNL G09,SUSA FC,46963,8,5,1,2,17,2.13,19,6,13,G2009,ECNL
4,Connecticut FC ECNL G09,Connecticut FC,47024,8,5,2,1,16,2.0,18,12,6,G2009,ECNL
5,East Meadow SC ECNL G09,East Meadow Soccer Club,46957,8,3,5,0,9,1.13,6,13,-7,G2009,ECNL
6,Scorpions SC ECNL G09,Scorpions SC,36639,8,2,5,1,7,0.88,9,13,-4,G2009,ECNL
