rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
7,South Shore Select ECNL G09,Select,95007,8,2,5,1,7,0.88,9,14,-5,G2009,ECNL
8,FSA FC ECNL G09,FSA FC,46953,8,2,6,0,6,0.75,10,26,-16,G2009,ECNL
9,FC Stars White ECNL G09,FC Stars,36635,8,0,8,0,0,0.0,2,16,-14,G2009,ECNL
1,FC Stars Blue ECNL G10,FC Stars,46955,8,6,0,2,20,2.5,26,8,18,G2010,ECNL
2,Scorpions SC ECNL G10,Scorpions SC,59799,8,5,0,3,18,2.25,20,4,16,G2010,ECNL
3,World Class FC ECNL G10,World Class FC,14328,8,4,2,2,14,1.75,14,7,7,G2010,ECNL
4,South Shore Select ECNL G10,Select,95006,8,4,3,1,13,1.63,9,7,2,G2010,ECNL
5,SUSA FC ECNL G10,SUSA FC,59680,8,3,3,2,11,1.38,7,8,-1,G2010,ECNL
6,FC Stars White ECNL G10,FC Stars,46951,8,2,4,2,8,1.0,7,14,-7,G2010,ECNL
7,East Meadow SC ECNL G10,East Meadow Soccer Club,60351,8,2,5,1,7,0.88,13,20,-7,G2010,ECNL
8,FSA FC ECNL G10,FSA FC,60791,8,1,5,2,5,0.63,2,17,-15,G2010,ECNL
9,Connecticut FC ECNL G10,Connecticut FC,68939,8,1,6,1,4,0.5,8,21,-13,G2010,ECNL
1,FC Stars Blue ECNL G11,FC Stars,61500,16,10,2,4,34,2.13,38,14,24,G2011,ECNL
2,South Shore Select ECNL G11,Select,95005,16,10,3,3,33,2.06,36,18,18,G2011,ECNL
3,SUSA FC ECNL G11,SUSA FC,59943,16,9,4,3,30,1.88,34,22,12,G2011,ECNL
4,East Meadow SC ECNL G11,East Meadow Soccer Club,60352,16,8,5,3,27,1.69,33,29,4,G2011,ECNL
5,World Class FC ECNL G11,World Class FC,40890,16,7,6,3,24,1.5,30,23,7,G2011,ECNL
6,Connecticut FC ECNL G11,Connecticut FC,82324,16,5,8,3,18,1.13,25,34,-9,G2011,ECNL
7,Scorpions SC ECNL G11,Scorpions SC,69533,16,5,10,1,16,1.0,22,37,-15,G2011,ECNL
8,FC Stars White ECNL G11,FC Stars,61270,16,2,9,5,11,0.69,13,30,-17,G2011,ECNL
9,FSA FC ECNL G11,FSA FC,60789,16,3,12,1,10,0.63,14,38,-24,G2011,ECNL
1,World Class FC ECNL G12,World Class FC,48903,16,13,1,2,41,2.56,43,9,34,G2012,ECNL
2,East Meadow SC ECNL G12,East Meadow Soccer Club,64577,16,10,2,4,34,2.13,29,11,18,G2012,ECNL
3,South Shore Select ECNL G12,Select,94581,16,11,4,1,34,2.13,39,20,19,G2012,ECNL
4,SUSA FC ECNL G12,SUSA FC,68848,16,9,4,3,30,1.88,39,16,23,G2012,ECNL
5,FC Stars Blue ECNL G12,FC Stars,70655,16,7,6,3,24,1.5,28,29,-1,G2012,ECNL
6,FC Stars White ECNL G12,FC Stars,81913,16,4,8,4,16,1.0,14,22,-8,G2012,ECNL
7,Scorpions SC ECNL G12,Scorpions SC,81552,16,2,8,6,12,0.75,10,22,-12,G2012,ECNL
8,FSA FC ECNL G12,FSA FC,69502,16,1,12,3,6,0.38,10,50,-40,G2012,ECNL
9,Connecticut FC ECNL G12,Connecticut FC,82332,16,0,12,4,4,0.25,9,42,-33,G2012,ECNL
