rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL G07/06,FC Stars,19883,8,8,0,0,24,3.0,46,6,40
2,Connecticut FC ECNL G07/06,Connecticut FC,24089,8,5,1,2,17,2.13,25,12,13
3,SUSA FC ECNL G07/06,SUSA FC,33738,8,5,2,1,16,2.0,9,6,3
4,Scorpions SC ECNL G07/06,No Club Selection,35282,8,5,3,0,15,1.88,14,8,6
5,World Class FC ECNL G07/06,World Class FC,35284,8,4,4,0,12,1.5,19,17,2
6,South Shore Select ECNL G07/06,Select,95009,8,3,5,0,9,1.13,10,22,-12
7,FC Stars White ECNL G07/06,FC Stars,20345,8,2,5,1,7,0.88,7,16,-9
8,East Meadow SC ECNL G07/06,East Meadow Soccer Club,35274,8,1,6,1,4,0.5,5,30,-25
9,FSA FC ECNL G07/06,FSA FC,14745,8,0,7,1,1,0.13,9,27,-18
