rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SOLAR SC ECNL G12,Solar SC,59566,15,14,0,1,43,2.87,89,8,81
2,Sting Royal ECNL G12,Sting Soccer Club,59609,15,14,1,0,42,2.8,73,3,70
3,Sting Austin ECNL G12,Sting Austin,94677,15,11,2,2,35,2.33,36,17,19
4,Real Colorado National ECNL G12,Real Colorado,95108,15,11,3,1,34,2.27,38,16,22
5,DKSC ECNL G12,DKSC,81105,15,9,4,2,29,1.93,38,22,16
6,FC Dallas ECNL G12,FC Dallas Youth,94652,15,9,5,1,28,1.87,28,19,9
7,OK Energy FC ECNL G12,Oklahoma Energy FC,94440,15,7,4,4,25,1.67,37,18,19
8,Challenge SC ECNL G12,Challenge SC,91608,15,8,6,1,25,1.67,30,29,1
9,Colorado Rapids ECNL G12,Colorado Storm,71847,15,7,8,0,21,1.4,20,31,-11
10,Sting Black ECNL G12,Sting Soccer Club,116000,15,5,8,2,17,1.13,23,38,-15
11,West Side Alliance ECNL G12,West Side Alliance SC,111175,15,4,10,1,13,0.87,11,38,-27
12,Albion Hurricanes FC ECNL G12,Albion Hurricanes FC,71431,15,3,10,2,11,0.73,16,39,-23
13,Dallas Texans ECNL G12,Dallas Texans,94836,15,3,10,2,11,0.73,10,46,-36
14,Real Colorado Athletico ECNL G12,Real Colorado,95110,15,1,11,3,6,0.4,14,54,-40
15,Colorado Rush Academy Blue ECNL G12,Colorado Rush,95047,15,2,13,0,6,0.4,11,51,-40
16,Classics Elite ECNL G12,Classics Elite Soccer Academy,94418,15,0,13,2,2,0.13,8,53,-45
