rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Arlington Soccer ECNL G11,Arlington Soccer Association,82199,9,8,0,1,25,2.78,25,4,21
2,Richmond United ECNL G11,Richmond United,81703,9,7,1,1,22,2.44,22,7,15
3,Charlotte SA ECNL G11,Charlotte Soccer Academy,82098,9,6,2,1,19,2.11,31,6,25
4,NC Courage ECNL G11,NC Courage Academy,81852,9,6,2,1,19,2.11,24,6,18
5,VDA ECNL G11,Virginia Development Academy,81266,9,4,2,3,15,1.67,23,9,14
6,Fairfax VA Union ECNL G11,Fairfax Virginia Union,96997,9,3,5,1,10,1.11,14,18,-4
7,Beach FC (VA) ECNL G11,No Club Selection,67862,9,2,5,2,8,0.89,7,19,-12
8,NCFC Youth ECNL G11,NCFC Youth,80895,9,1,6,2,5,0.56,2,20,-18
9,NC Fusion ECNL G11,NC Fusion,82112,9,1,8,0,3,0.33,6,24,-18
10,Wilmington Hammerheads ECNL G11,Wilmington Hammerheads,78045,9,0,7,2,2,0.22,5,46,-41
