rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,VDA ECNL G09,Virginia Development Academy,59474,9,6,0,3,21,2.33,25,9,16
2,Richmond United ECNL G09,Richmond United,59426,9,6,1,2,20,2.22,39,12,27
3,Charlotte SA ECNL G09,Charlotte Soccer Academy,59885,9,6,3,0,18,2.0,17,16,1
4,Arlington Soccer ECNL G09,Arlington Soccer Association,82196,9,4,3,2,14,1.56,16,9,7
5,NC Courage ECNL G09,NC Courage Academy,60108,9,3,2,4,13,1.44,13,13,0
6,Wilmington Hammerheads ECNL G09,Wilmington Hammerheads,59888,9,3,3,3,12,1.33,14,18,-4
7,NC Fusion ECNL G09,NC Fusion,50566,9,3,5,1,10,1.11,7,17,-10
8,Fairfax VA Union ECNL G09,Fairfax Virginia Union,96995,9,2,4,3,9,1.0,6,10,-4
9,Beach FC (VA) ECNL G09,No Club Selection,68414,9,2,5,2,8,0.89,5,21,-16
10,NCFC Youth ECNL G09,NCFC Youth,59930,9,0,9,0,0,0.0,3,20,-17
