rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Richmond United ECNL G08/07,Richmond United,46822,9,8,1,0,24,2.67,30,14,16,G2008/2007,ECNL
2,VDA ECNL G08/07,Virginia Development Academy,46823,9,7,2,0,21,2.33,43,9,34,G2008/2007,ECNL
3,Charlotte SA ECNL G08/07,Charlotte Soccer Academy,112520,9,6,2,1,19,2.11,35,15,20,G2008/2007,ECNL
4,NC Courage ECNL G08/07,NC Courage Academy,44728,9,6,3,0,18,2.0,24,10,14,G2008/2007,ECNL
5,Fairfax VA Union ECNL G08/07,Fairfax Virginia Union,96994,9,5,3,1,16,1.78,18,20,-2,G2008/2007,ECNL
6,Wilmington Hammerheads ECNL G08/07,Wilmington Hammerheads,46818,9,4,3,2,14,1.56,18,19,-1,G2008/2007,ECNL
7,Arlington Soccer ECNL G08/07,Arlington Soccer Association,82194,9,4,5,0,12,1.33,16,26,-10,G2008/2007,ECNL
8,Beach FC (VA) ECNL G08/07,No Club Selection,67846,9,2,7,0,6,0.67,10,36,-26,G2008/2007,ECNL
9,NC Fusion ECNL G08/07,NC Fusion,13888,9,1,8,0,3,0.33,7,36,-29,G2008/2007,ECNL
10,NCFC Youth ECNL G08/07,NCFC Youth,45785,9,0,9,0,0,0.0,6,22,-16,G2008/2007,ECNL
1,VDA ECNL G09,Virginia Development Academy,59474,9,6,0,3,21,2.33,25,9,16,G2009,ECNL
2,Richmond United ECNL G09,Richmond United,59426,9,6,1,2,20,2.22,39,12,27,G2009,ECNL
3,Charlotte SA ECNL G09,Charlotte Soccer Academy,59885,9,6,3,0,18,2.0,17,16,1,G2009,ECNL
4,Arlington Soccer ECNL G09,Arlington Soccer Association,82196,9,4,3,2,14,1.56,16,9,7,G2009,ECNL
5,NC Courage ECNL G09,NC Courage Academy,60108,9,3,2,4,13,1.44,13,13,0,G2009,ECNL
6,Wilmington Hammerheads ECNL G09,Wilmington Hammerheads,59888,9,3,3,3,12,1.33,14,18,-4,G2009,ECNL
7,NC Fusion ECNL G09,NC Fusion,50566,9,3,5,1,10,1.11,7,17,-10,G2009,ECNL
8,Fairfax VA Union ECNL G09,Fairfax Virginia Union,96995,9,2,4,3,9,1.0,6,10,-4,G2009,ECNL
9,Beach FC (VA) ECNL G09,No Club Selection,68414,9,2,5,2,8,0.89,5,21,-16,G2009,ECNL
10,NCFC Youth ECNL G09,NCFC Youth,59930,9,0,9,0,0,0.0,3,20,-17,G2009,ECNL
1,VDA ECNL G10,Virginia Development Academy,19656,9,9,0,0,27,3.0,40,7,33,G2010,ECNL
2,Charlotte SA ECNL G10,Charlotte Soccer Academy,63697,9,8,1,0,24,2.67,34,12,22,G2010,ECNL
3,NC Courage ECNL G10,NC Courage Academy,69433,9,6,3,0,18,2.0,25,21,4,G2010,ECNL
4,Richmond United ECNL G10,Richmond United,62158,9,5,3,1,16,1.78,28,13,15,G2010,ECNL
5,Arlington Soccer ECNL G10,Arlington Soccer Association,82198,9,4,3,2,14,1.56,19,12,7,G2010,ECNL
6,Fairfax VA Union ECNL G10,Fairfax Virginia Union,96996,9,4,4,1,13,1.44,22,19,3,G2010,ECNL
7,Wilmington Hammerheads ECNL G10,Wilmington Hammerheads,69446,9,2,6,1,7,0.78,12,37,-25,G2010,ECNL
8,Beach FC (VA) ECNL G10,No Club Selection,67859,9,1,6,2,5,0.56,7,32,-25,G2010,ECNL
9,NC Fusion ECNL G10,NC Fusion,69224,9,0,6,3,3,0.33,9,24,-15,G2010,ECNL
