rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Tennessee SC ECNL G11,Tennessee SC,82416,16,9,4,3,30,1.88,46,11,35
2,Indy Eleven Pro Academy ECNL G11,Indy Eleven Academy,84176,16,8,4,4,28,1.75,27,19,8
3,Ohio Elite Soccer Academy ECNL G11,Ohio Elite Soccer Academy,69945,16,4,8,4,16,1.0,19,32,-13
4,FC Alliance ECNL G11,FC Alliance TN,59429,16,4,8,4,16,1.0,18,34,-16
5,FC Pride Elite ECNL G11,FC Pride,45765,16,2,13,1,7,0.44,11,43,-32
6,Racing Louisville Academy ECNL G11,Racing Louisville Academy,60641,16,0,12,4,4,0.25,20,54,-34
