rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,United Futbol Academy ECNL G09,United Futbol Academy,59536,15,13,1,1,40,2.67,63,5,58
2,FC Prime ECNL G09,Athletic Club Florida,46728,15,11,1,3,36,2.4,33,8,25
3,Concorde Fire Platinum ECNL G09,Concorde Fire ,59255,15,11,2,2,35,2.33,44,11,33
4,CESA Liberty ECNL G09,Carolina Elite Soccer Academy,46817,15,9,4,2,29,1.93,32,16,16
5,Atlanta Fire United ECNL G09,Atlanta Fire United,60033,15,8,5,2,26,1.73,33,28,5
6,Alabama FC ECNL G09,Alabama FC,58734,15,7,4,4,25,1.67,29,16,13
7,FL Premier FC ECNL G09,Florida Premier FC,69292,15,8,6,1,25,1.67,15,14,1
8,GSA ECNL G09,Gwinnett Soccer Academy,59311,15,6,5,4,22,1.47,27,25,2
9,Florida Elite ECNL G09,Sporting SA,45064,15,5,6,4,19,1.27,18,16,2
10,Florida Krush ECNL G09,Florida Kraze Krush,34958,15,6,8,1,19,1.27,14,23,-9
11,Concorde Fire Premier ECNL G09,Concorde Fire ,59236,15,5,6,4,19,1.27,15,30,-15
12,Florida West FC ECNL G09,AC Florida West,45629,15,3,10,2,11,0.73,17,40,-23
13,Orlando City ECNL G09,Seminole United,59913,15,2,8,5,11,0.73,11,30,-19
14,South Carolina United ECNL G09,South Carolina United FC,50959,15,2,10,3,9,0.6,18,41,-23
15,Tampa Bay United ECNL G09,Tampa Bay United,49152,15,1,9,5,8,0.53,11,41,-30
16,Jacksonville FC ECNL G09,Jacksonville FC,45667,15,0,12,3,3,0.2,7,43,-36
