rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SLSG Navy ECNL GU13,St. Louis Scott Gallagher,54343,18,15,1,2,47,2.61,52,7,45
2,Kansas City Athletics ECNL GU13,KC Athletics,46766,19,11,3,5,38,2.0,32,17,15
3,Minnesota Thunder ECNL GU13,Minnesota Thunder Academy,52518,19,10,3,6,36,1.89,37,7,30
4,Sporting Blue Valley ECNL GU13,Sporting Blue Valley,60884,18,8,8,2,26,1.44,31,21,10
5,SLSG Green ECNL GU13,St. Louis Scott Gallagher,53259,19,7,8,4,25,1.32,23,27,-4
6,Gretna Elite Academy ECNL GU13,Gretna Elite Academy,55220,19,6,11,2,20,1.05,28,37,-9
7,Sporting Iowa ECNL GU13,Sporting Iowa Central,59750,19,0,17,2,2,0.11,4,75,-71
