rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL GU13,Michigan Hawks,50646,19,15,3,1,46,2.42,44,9,35
2,Michigan Hawks Magic ECNL GU13,Michigan Hawks,54823,19,2,14,3,9,0.47,18,54,-36
