rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Ohio Premier ECNL G08/07,Ohio Premier,46800,16,13,1,2,41,2.56,35,9,26,G2008/2007,North
2,Internationals SC ECNL G08/07,Internationals SC,46797,16,13,2,1,40,2.5,46,20,26,G2008/2007,North
3,Cleveland Force SC ECNL G08/07,Cleveland Force SC,46988,16,9,6,1,28,1.75,29,23,6,G2008/2007,North
4,WNY Flash ECNL G08/07,WNY Flash Academy,12942,16,6,8,2,20,1.25,30,33,-3,G2008/2007,North
5,Pittsburgh Riverhounds ECNL G08/07,Pittsburgh Riverhounds,46802,16,6,9,1,19,1.19,16,35,-19,G2008/2007,North
6,GTFC Impact ECNL G08/07,GTFC Impact,108207,16,6,10,0,18,1.13,44,48,-4,G2008/2007,North
1,Ohio Elite SA ECNL G08/07,Ohio Elite Soccer Academy,46798,16,10,4,2,32,2.0,40,14,26,G2008/2007,South
2,Indy Eleven Pro Academy ECNL G08,Indy Eleven Academy,46796,15,7,2,6,27,1.8,32,17,15,G2008/2007,South
3,Tennessee SC ECNL G08/07,Tennessee SC,46804,15,6,5,4,22,1.47,22,14,8,G2008/2007,South
4,FC Pride Elite ECNL G08/07,No Club Selection,110071,16,3,11,2,11,0.69,15,40,-25,G2008/2007,South
5,Racing Louisville Academy ECNL G08/07,Racing Louisville Academy,45893,16,3,12,1,10,0.63,16,41,-25,G2008/2007,South
6,FC Alliance ECNL G08/07,FC Alliance TN,35238,16,1,13,2,5,0.31,9,40,-31,G2008/2007,South
1,Internationals SC ECNL G09,Internationals SC,47003,16,12,1,3,39,2.44,59,17,42,G2009,North
2,Ohio Premier ECNL G09,Ohio Premier,60137,16,10,4,2,32,2.0,54,19,35,G2009,North
3,Pittsburgh Riverhounds ECNL G09,Pittsburgh Riverhounds,4298,16,9,4,3,30,1.88,41,25,16,G2009,North
4,WNY Flash ECNL G09,WNY Flash Academy,47038,16,7,8,1,22,1.38,40,29,11,G2009,North
5,Cleveland Force SC ECNL G09,Cleveland Force SC,46987,16,4,9,3,15,0.94,24,24,0,G2009,North
6,GTFC Impact ECNL G09,GTFC Impact,108209,16,1,15,0,3,0.19,13,96,-83,G2009,North
1,Ohio Elite SA ECNL G09,Ohio Elite Soccer Academy,47010,16,13,1,2,41,2.56,83,21,62,G2009,South
2,Indy Eleven Pro Academy ECNL G09,Indy Eleven Academy,46997,16,10,2,4,34,2.13,33,16,17,G2009,South
3,Tennessee SC ECNL G09,Tennessee SC,47036,16,11,4,1,34,2.13,41,21,20,G2009,South
4,FC Pride Elite ECNL G09,FC Pride,45768,16,4,9,3,15,0.94,13,29,-16,G2009,South
5,Racing Louisville Academy ECNL G09,Racing Louisville Academy,59527,16,1,13,2,5,0.31,10,65,-55,G2009,South
6,FC Alliance ECNL G09,FC Alliance TN,59348,16,1,13,2,5,0.31,10,59,-49,G2009,South
1,Ohio Premier ECNL G10,Ohio Premier,65018,16,13,2,1,40,2.5,54,11,43,G2010,North
2,Internationals SC ECNL G10,Internationals SC,47002,16,9,5,2,29,1.81,33,15,18,G2010,North
3,WNY Flash ECNL G10,WNY Flash Academy,47037,16,8,5,3,27,1.69,41,18,23,G2010,North
4,Cleveland Force SC ECNL G10,Cleveland Force SC,46986,16,8,6,2,26,1.63,25,23,2,G2010,North
5,Pittsburgh Riverhounds ECNL G10,Pittsburgh Riverhounds,60737,16,4,10,2,14,0.88,20,28,-8,G2010,North
6,GTFC Impact ECNL G10,GTFC Impact,108210,16,0,16,0,0,0.0,3,86,-83,G2010,North
