rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,FC Pride Elite ECNL G10,FC Pride,45767,16,12,1,3,39,2.44,40,6,34,G2010,South
2,Tennessee SC ECNL G10,Tennessee SC,69535,16,11,4,1,34,2.13,28,10,18,G2010,South
3,Ohio Elite SA ECNL G10,Ohio Elite Soccer Academy,47009,16,10,3,3,33,2.06,34,14,20,G2010,South
4,Indy Eleven Pro Academy ECNL G10,Indy Eleven Academy,46996,16,4,8,4,16,1.0,14,17,-3,G2010,South
5,FC Alliance ECNL G10,FC Alliance TN,59430,16,3,12,1,10,0.63,16,37,-21,G2010,South
6,Racing Louisville Academy ECNL G10,Racing Louisville Academy,60642,16,2,12,2,8,0.5,11,54,-43,G2010,South
1,Cleveland Force SC ECNL G11,Cleveland Force SC,60170,16,14,1,1,43,2.69,51,12,39,G2011,North
2,Ohio Premier ECNL G11,Ohio Premier,65017,16,12,2,2,38,2.38,42,18,24,G2011,North
3,Pittsburgh Riverhounds ECNL G11,Pittsburgh Riverhounds,82213,16,8,5,3,27,1.69,40,21,19,G2011,North
4,Internationals SC ECNL G11,Internationals SC,54724,16,7,7,2,23,1.44,22,22,0,G2011,North
5,WNY Flash ECNL G11,WNY Flash Academy,36933,16,7,7,2,23,1.44,29,30,-1,G2011,North
6,GTFC Impact ECNL G11,GTFC Impact,108211,16,3,12,1,10,0.63,25,56,-31,G2011,North
1,Ohio Elite SA ECNL G11,Ohio Elite Soccer Academy,69945,16,9,3,4,31,1.94,41,28,13,G2011,South
2,Indy Eleven Pro Academy ECNL G11,Indy Eleven Academy,84176,16,9,6,1,28,1.75,28,23,5,G2011,South
3,Tennessee SC ECNL G11,Tennessee SC,82416,16,6,5,5,23,1.44,28,23,5,G2011,South
4,FC Alliance ECNL G11,FC Alliance TN,59429,16,6,8,2,20,1.25,25,32,-7,G2011,South
5,Racing Louisville Academy ECNL G11,Racing Louisville Academy,60641,16,2,12,2,8,0.5,25,49,-24,G2011,South
6,FC Pride Elite ECNL G11,FC Pride,45765,16,0,15,1,1,0.06,4,46,-42,G2011,South
1,Ohio Premier ECNL G12,Ohio Premier,71333,22,20,2,0,60,2.73,84,22,62,G2012,ECNL
2,Tennessee SC ECNL G12,Tennessee SC,95659,22,17,1,4,55,2.5,66,12,54,G2012,ECNL
3,Internationals SC ECNL G12,Internationals SC,61433,22,16,3,3,51,2.32,55,18,37,G2012,ECNL
4,Cleveland Force SC ECNL G12,Cleveland Force SC,60141,22,14,7,1,43,1.95,50,32,18,G2012,ECNL
5,Indy Eleven Pro Academy ECNL G12,Indy Eleven Academy,95897,22,12,8,2,38,1.73,36,21,15,G2012,ECNL
6,FC Pride Elite ECNL G12,FC Pride,59612,22,10,10,2,32,1.45,31,37,-6,G2012,ECNL
7,FC Alliance ECNL G12,FC Alliance TN,89809,22,7,12,3,24,1.09,28,43,-15,G2012,ECNL
8,Pittsburgh Riverhounds ECNL G12,Pittsburgh Riverhounds,69761,22,7,13,2,23,1.05,46,54,-8,G2012,ECNL
9,Ohio Elite SA ECNL G12,Ohio Elite Soccer Academy,59470,22,7,13,2,23,1.05,40,54,-14,G2012,ECNL
10,WNY Flash ECNL G12,WNY Flash Academy,61753,22,7,13,2,23,1.05,33,53,-20,G2012,ECNL
11,Racing Louisville Academy ECNL G12,Racing Louisville Academy,62251,22,1,17,4,7,0.32,14,69,-55,G2012,ECNL
12,GTFC Impact ECNL G12,GTFC Impact,108213,22,0,19,3,3,0.14,18,86,-68,G2012,ECNL
1,Pittsburgh Riverhounds ECNL G13,Pittsburgh Riverhounds,69760,22,21,0,1,64,2.91,102,16,86,G2013,ECNL
2,Ohio Premier ECNL G13,Ohio Premier,80685,22,19,2,1,58,2.64,87,18,69,G2013,ECNL
3,Tennessee SC ECNL G13,Tennessee SC,117710,22,12,6,4,40,1.82,39,20,19,G2013,ECNL
4,WNY Flash ECNL G13,WNY Flash Academy,71192,22,13,8,1,40,1.82,49,35,14,G2013,ECNL
5,Internationals SC ECNL G13,Internationals SC,69614,22,12,6,4,40,1.82,34,23,11,G2013,ECNL
6,FC Pride Elite ECNL G13,FC Pride,68813,22,11,8,3,36,1.64,33,26,7,G2013,ECNL
7,Cleveland Force SC ECNL G13,Cleveland Force SC,71387,22,8,11,3,27,1.23,26,31,-5,G2013,ECNL
8,Ohio Elite SA ECNL G13,Ohio Elite Soccer Academy,69457,22,8,11,3,27,1.23,31,38,-7,G2013,ECNL
9,Indy Eleven Pro Academy ECNL G13,Indy Eleven Academy,72343,22,5,14,3,18,0.82,31,49,-18,G2013,ECNL
10,GTFC Impact ECNL G13,GTFC Impact,108214,22,4,16,2,14,0.64,25,66,-41,G2013,ECNL
11,Racing Louisville Academy ECNL G13,Racing Louisville Academy,69117,22,2,17,3,9,0.41,16,83,-67,G2013,ECNL
12,FC Alliance ECNL G13,FC Alliance TN,113254,22,1,17,4,7,0.32,11,79,-68,G2013,ECNL
